Periodo;Item;T_No;DC;Detalle;Codigo;Campo;Lst;X;ID
^.^;^999^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;278
^.^;^999^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;279
^.^;^999^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;280
^.^;^999^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;281
^.^;^999^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;282
^.^;^999^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;283
^.^;^999^;11;^D^;^Cta_Descuentos^;^4.2.04.02.02^;^.^;0;^.^;284
^.^;^999^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;285
^.^;^999^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;286
^.^;^999^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;287
^.^;^999^;14;^D^;^Cta_Gastos_Personales^;^5.1.05.08^;^.^;0;^.^;288
^.^;^999^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;289
^.^;^999^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;290
^.^;^999^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;291
^.^;^999^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;292
^.^;^999^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;293
^.^;^999^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;294
^.^;^999^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;295
^.^;^999^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;296
^.^;^999^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;297
^.^;^999^;37;^B^;^PVP_Al_Inicio^;^FALSE^;^.^;0;^.^;298
^31/12/2008^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;299
^31/12/2008^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;300
^31/12/2008^;^000^;11;^D^;^Cta_Descuentos^;^1.1.01.01^;^.^;0;^.^;301
^31/12/2008^;^000^;25;^D^;^Cta_Ret^;^1.1.01.01^;^.^;0;^.^;302
^31/12/2008^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.01.01^;^.^;0;^.^;303
^31/12/2008^;^000^;2;^D^;^Cta_Caja_General^;^1.1.01.04^;^.^;0;^.^;304
^31/12/2008^;^000^;3;^D^;^Cta_Caja_GME^;^1.1.01.04^;^.^;0;^.^;305
^31/12/2008^;^000^;4;^D^;^Cta_Caja_GMN^;^1.1.01.04^;^.^;0;^.^;306
^31/12/2008^;^000^;5;^D^;^Cta_Caja_BAU^;^1.1.01.04^;^.^;0;^.^;307
^31/12/2008^;^000^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.01.04^;^.^;0;^.^;308
^31/12/2008^;^000^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;309
^31/12/2008^;^000^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;310
^31/12/2008^;^000^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;311
^31/12/2008^;^000^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;312
^31/12/2008^;^000^;1;^D^;^Cta_Banco^;^1.1.02.02^;^.^;0;^.^;313
^31/12/2008^;^000^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;314
^31/12/2008^;^000^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;315
^31/12/2008^;^000^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;316
^31/12/2008^;^000^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;317
^31/12/2008^;^000^;10;^D^;^Cta_CxP_Tarjetas^;^1.1.04.04.04^;^.^;0;^.^;318
^31/12/2008^;^000^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;319
^31/12/2008^;^000^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;320
^31/12/2008^;^000^;19;^D^;^Cta_IVA_Inventario^;^1.1.08.02^;^.^;0;^.^;321
^31/12/2008^;^000^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;322
^31/12/2008^;^000^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;323
^31/12/2008^;^000^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;324
^31/12/2008^;^000^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;325
^31/12/2008^;^000^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;326
^31/12/2008^;^000^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;327
^31/12/2008^;^000^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;328
^31/12/2008^;^000^;18;^D^;^Cta_IVA^;^2.1.03.03^;^.^;0;^.^;329
^31/12/2008^;^000^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;330
^31/12/2008^;^000^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;331
^31/12/2008^;^000^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;332
^31/12/2008^;^000^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;333
^31/12/2008^;^000^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;334
^31/12/2008^;^000^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;335
^31/12/2008^;^000^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;336
^31/12/2008^;^000^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;337
^31/12/2008^;^000^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;338
^31/12/2008^;^000^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;339
^31/12/2008^;^000^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;340
^31/12/2008^;^000^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;341
^31/12/2008^;^000^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;342
^31/12/2008^;^000^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;343
^31/12/2008^;^000^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;344
^31/12/2008^;^000^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;345
^31/12/2008^;^000^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;346
^31/12/2008^;^000^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;347
^31/12/2008^;^000^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;348
^31/12/2008^;^000^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;349
^31/12/2008^;^000^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;350
^31/12/2008^;^000^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;351
^31/12/2008^;^000^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;352
^31/12/2008^;^000^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;353
^31/12/2008^;^000^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;354
^31/12/2008^;^000^;36;^B^;^Inv_Promedio^;^TRUE^;^.^;0;^.^;355
^31/12/2009^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;356
^31/12/2009^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;357
^31/12/2009^;^000^;25;^D^;^Cta_Ret^;^1.1.01.01^;^.^;0;^.^;358
^31/12/2009^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.01.01^;^.^;0;^.^;359
^31/12/2009^;^000^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.01.04^;^.^;0;^.^;360
^31/12/2009^;^000^;2;^D^;^Cta_Caja_General^;^1.1.01.04^;^.^;0;^.^;361
^31/12/2009^;^000^;3;^D^;^Cta_Caja_GME^;^1.1.01.04^;^.^;0;^.^;362
^31/12/2009^;^000^;4;^D^;^Cta_Caja_GMN^;^1.1.01.04^;^.^;0;^.^;363
^31/12/2009^;^000^;5;^D^;^Cta_Caja_BAU^;^1.1.01.04^;^.^;0;^.^;364
^31/12/2009^;^000^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;365
^31/12/2009^;^000^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;366
^31/12/2009^;^000^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;367
^31/12/2009^;^000^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;368
^31/12/2009^;^000^;1;^D^;^Cta_Banco^;^1.1.02.02^;^.^;0;^.^;369
^31/12/2009^;^000^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;370
^31/12/2009^;^000^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;371
^31/12/2009^;^000^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;372
^31/12/2009^;^000^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;373
^31/12/2009^;^000^;10;^D^;^Cta_CxP_Tarjetas^;^1.1.04.04.04^;^.^;0;^.^;374
^31/12/2009^;^000^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;375
^31/12/2009^;^000^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;376
^31/12/2009^;^000^;19;^D^;^Cta_IVA_Inventario^;^1.1.08.02^;^.^;0;^.^;377
^31/12/2009^;^000^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;378
^31/12/2009^;^000^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;379
^31/12/2009^;^000^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;380
^31/12/2009^;^000^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;381
^31/12/2009^;^000^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;382
^31/12/2009^;^000^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;383
^31/12/2009^;^000^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;384
^31/12/2009^;^000^;18;^D^;^Cta_IVA^;^2.1.03.03^;^.^;0;^.^;385
^31/12/2009^;^000^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;386
^31/12/2009^;^000^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;387
^31/12/2009^;^000^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;388
^31/12/2009^;^000^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;389
^31/12/2009^;^000^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;390
^31/12/2009^;^000^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;391
^31/12/2009^;^000^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;392
^31/12/2009^;^000^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;393
^31/12/2009^;^000^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;394
^31/12/2009^;^000^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;395
^31/12/2009^;^000^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;396
^31/12/2009^;^000^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;397
^31/12/2009^;^000^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;398
^31/12/2009^;^000^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;399
^31/12/2009^;^000^;11;^D^;^Cta_Descuentos^;^4.2.01.04^;^.^;0;^.^;400
^31/12/2009^;^000^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;401
^31/12/2009^;^000^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;402
^31/12/2009^;^000^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;403
^31/12/2009^;^000^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;404
^31/12/2009^;^000^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;405
^31/12/2009^;^000^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;406
^31/12/2009^;^000^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;407
^31/12/2009^;^000^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;408
^31/12/2009^;^000^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;409
^31/12/2009^;^000^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;410
^31/12/2009^;^000^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;411
^31/12/2009^;^000^;36;^B^;^Inv_Promedio^;^TRUE^;^.^;0;^.^;412
^31/12/2010^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;413
^31/12/2010^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;414
^31/12/2010^;^000^;25;^D^;^Cta_Ret^;^1.1.01.01^;^.^;0;^.^;415
^31/12/2010^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.01.01^;^.^;0;^.^;416
^31/12/2010^;^000^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.01.04^;^.^;0;^.^;417
^31/12/2010^;^000^;3;^D^;^Cta_Caja_GME^;^1.1.01.04^;^.^;0;^.^;418
^31/12/2010^;^000^;4;^D^;^Cta_Caja_GMN^;^1.1.01.04^;^.^;0;^.^;419
^31/12/2010^;^000^;5;^D^;^Cta_Caja_BAU^;^1.1.01.04^;^.^;0;^.^;420
^31/12/2010^;^000^;2;^D^;^Cta_Caja_General^;^1.1.01.04^;^.^;0;^.^;421
^31/12/2010^;^000^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;422
^31/12/2010^;^000^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;423
^31/12/2010^;^000^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;424
^31/12/2010^;^000^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;425
^31/12/2010^;^000^;1;^D^;^Cta_Banco^;^1.1.02.02^;^.^;0;^.^;426
^31/12/2010^;^000^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;427
^31/12/2010^;^000^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;428
^31/12/2010^;^000^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;429
^31/12/2010^;^000^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;430
^31/12/2010^;^000^;10;^D^;^Cta_CxP Tarjetas^;^1.1.04.04.04^;^.^;0;^.^;431
^31/12/2010^;^000^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;432
^31/12/2010^;^000^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;433
^31/12/2010^;^000^;19;^D^;^Cta_IVA_Inventario^;^1.1.08.02^;^.^;0;^.^;434
^31/12/2010^;^000^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;435
^31/12/2010^;^000^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;436
^31/12/2010^;^000^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;437
^31/12/2010^;^000^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;438
^31/12/2010^;^000^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;439
^31/12/2010^;^000^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;440
^31/12/2010^;^000^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;441
^31/12/2010^;^000^;18;^D^;^Cta_IVA^;^2.1.03.03^;^.^;0;^.^;442
^31/12/2010^;^000^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;443
^31/12/2010^;^000^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;444
^31/12/2010^;^000^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;445
^31/12/2010^;^000^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;446
^31/12/2010^;^000^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;447
^31/12/2010^;^000^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;448
^31/12/2010^;^000^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;449
^31/12/2010^;^000^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;450
^31/12/2010^;^000^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;451
^31/12/2010^;^000^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;452
^31/12/2010^;^000^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;453
^31/12/2010^;^000^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;454
^31/12/2010^;^000^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;455
^31/12/2010^;^000^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;456
^31/12/2010^;^000^;11;^D^;^Cta_Descuentos^;^4.2.01.04^;^.^;0;^.^;457
^31/12/2010^;^000^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;458
^31/12/2010^;^000^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;459
^31/12/2010^;^000^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;460
^31/12/2010^;^000^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;461
^31/12/2010^;^000^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;462
^31/12/2010^;^000^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;463
^31/12/2010^;^000^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;464
^31/12/2010^;^000^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;465
^31/12/2010^;^000^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;466
^31/12/2010^;^000^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;467
^31/12/2010^;^000^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;468
^31/12/2010^;^000^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;469
^31/12/2010^;^000^;36;^B^;^Inv_Promedio^;^TRUE^;^.^;0;^.^;470
^31/12/2011^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;471
^31/12/2011^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;472
^31/12/2011^;^000^;25;^D^;^Cta_Ret^;^1.1.01.01^;^.^;0;^.^;473
^31/12/2011^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.01.01^;^.^;0;^.^;474
^31/12/2011^;^000^;15;^D^;^Cta_Gasto_Bancario^;^1.1.01.04^;^.^;0;^.^;475
^31/12/2011^;^000^;5;^D^;^Cta_Caja_BAU^;^1.1.01.04^;^.^;0;^.^;476
^31/12/2011^;^000^;2;^D^;^Cta_Caja_General^;^1.1.01.04^;^.^;0;^.^;477
^31/12/2011^;^000^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.01.04^;^.^;0;^.^;478
^31/12/2011^;^000^;26;^D^;^Cta_Servicio^;^1.1.01.04^;^.^;0;^.^;479
^31/12/2011^;^000^;4;^D^;^Cta_Caja_GMN^;^1.1.01.04^;^.^;0;^.^;480
^31/12/2011^;^000^;26;^D^;^Cta_Sobrantes^;^1.1.01.04^;^.^;0;^.^;481
^31/12/2011^;^000^;3;^D^;^Cta_Caja_GME^;^1.1.01.04^;^.^;0;^.^;482
^31/12/2011^;^000^;10;^D^;^Cta_CxP Tarjetas^;^1.1.01.04^;^.^;0;^.^;483
^31/12/2011^;^000^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;484
^31/12/2011^;^000^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;485
^31/12/2011^;^000^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;486
^31/12/2011^;^000^;1;^D^;^Cta_Banco^;^1.1.02.02^;^.^;0;^.^;487
^31/12/2011^;^000^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;488
^31/12/2011^;^000^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;489
^31/12/2011^;^000^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;490
^31/12/2011^;^000^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;491
^31/12/2011^;^000^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;492
^31/12/2011^;^000^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;493
^31/12/2011^;^000^;19;^D^;^Cta_IVA_Inventario^;^1.1.08.02^;^.^;0;^.^;494
^31/12/2011^;^000^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;495
^31/12/2011^;^000^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;496
^31/12/2011^;^000^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;497
^31/12/2011^;^000^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;498
^31/12/2011^;^000^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;499
^31/12/2011^;^000^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;500
^31/12/2011^;^000^;18;^D^;^Cta_IVA^;^2.1.03.03^;^.^;0;^.^;501
^31/12/2011^;^000^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;502
^31/12/2011^;^000^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;503
^31/12/2011^;^000^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;504
^31/12/2011^;^000^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;505
^31/12/2011^;^000^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;506
^31/12/2011^;^000^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.07.02.99^;^.^;0;^.^;507
^31/12/2011^;^000^;1;^D^;^Cta_Anticipos^;^2.1.07.02.99^;^.^;0;^.^;508
^31/12/2011^;^000^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;509
^31/12/2011^;^000^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;510
^31/12/2011^;^000^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;511
^31/12/2011^;^000^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;512
^31/12/2011^;^000^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;513
^31/12/2011^;^000^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;514
^31/12/2011^;^000^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;515
^31/12/2011^;^000^;11;^D^;^Cta_Descuentos^;^4.2.01.04^;^.^;0;^.^;516
^31/12/2011^;^000^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;517
^31/12/2011^;^000^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;518
^31/12/2011^;^000^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;519
^31/12/2011^;^000^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;520
^31/12/2011^;^000^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;521
^31/12/2011^;^000^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;522
^31/12/2011^;^000^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;523
^31/12/2011^;^000^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;524
^31/12/2011^;^000^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;525
^31/12/2011^;^000^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;526
^31/12/2011^;^000^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;527
^31/12/2011^;^000^;36;^B^;^Inv_Promedio^;^TRUE^;^.^;0;^.^;528
^31/12/2012^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;529
^31/12/2012^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;530
^31/12/2012^;^000^;25;^D^;^Cta_Ret^;^1.1.01.01^;^.^;0;^.^;531
^31/12/2012^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.01.01^;^.^;0;^.^;532
^31/12/2012^;^000^;5;^D^;^Cta_Caja_BAU^;^1.1.01.04^;^.^;0;^.^;533
^31/12/2012^;^000^;3;^D^;^Cta_Caja_GME^;^1.1.01.04^;^.^;0;^.^;534
