Periodo;TC;Codigo_Inv;Producto;Detalle;Codigo_Barra;Unidad;Minimo;Maximo;PVP;IVA;Cta_Inventario;Cta_Costo_Venta;Cta_Ventas;Cta_Ventas_0;Cta_Venta_Anticipada;Cta_Ventas_Ant;INV;Stock_Anterior;Entradas;Salidas;Promedio;Stock_Actual;Valor_Total;Item;PX;PY;Item_Banco;Desc_Item;Valor_Corte;Ayuda;Utilidad;Valor_Compra;Gramaje;Agrupacion;Bodega;TP;Div;Receta;PVP_2;PVP_3;Codigo_IESS;Codigo_RES;Marca;TDP;Fecha;Codigo_P;Codigo_R;Factura;Vida_Util;Valor_Actual;Valor_Deprecicacion;Tipo;Ubicacion;Departamento;Cantidad;Servicio;Por_Reservas;X;Codigo_Sup;Procesado;Valor_Historico;Reg_Sanitario;Estado;PF;Consignacion;T;Codigo_Barra_K;Tipo_SubMod;Stock;Costo;Valor_Unit;Con_Kardex;Categorias;ID
^31/12/2007^;^P^;^98.31^;^ESCUDO ROJO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;395
^31/12/2007^;^P^;^98.32^;^MARQUES DE CACERES^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;396
^31/12/2007^;^P^;^98.33^;^VIÑA MAYOR^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;397
^31/12/2007^;^P^;^98.34^;^VINOS SANTA EMA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;398
^31/12/2007^;^P^;^98.35^;^PROTOS^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;399
^31/12/2007^;^P^;^98.36^;^UNDURRAGA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;400
^31/12/2007^;^P^;^98.37^;^MARQUEZ DE ARIENZO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;401
^31/12/2007^;^P^;^98.38^;^DEHEZO DE CARRIZAL^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;402
^31/12/2007^;^P^;^98.39^;^TERRAMATER^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;403
^31/12/2007^;^P^;^98.40^;^7 LINEAS^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;404
^31/12/2007^;^P^;^98.41^;^BARTON + GUESTIER^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;405
^31/12/2007^;^P^;^98.42^;^NAVARRO CORREAS^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;406
^31/12/2007^;^P^;^98.43^;^QUEBRADAS DE MACUL^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;407
^31/12/2007^;^P^;^98.44^;^LAGARDE ALTAS CUMBRES^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;408
^31/12/2007^;^P^;^98.45^;^TRAPICHE^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;409
^31/12/2007^;^P^;^98.46^;^ERNEST + JULIO GALLO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;410
^31/12/2007^;^P^;^98.47^;^TARAPACA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;411
^31/12/2007^;^P^;^98.48^;^GANDIA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;412
^31/12/2007^;^P^;^98.49^;^PEÑAFLOR^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;413
^31/12/2007^;^P^;^98.50^;^MORANDE PIONERO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;414
^31/12/2007^;^P^;^98.51^;^MORANDE TERRARUM^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;415
^31/12/2007^;^P^;^98.52^;^STA. JULIA VARIETALES^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;416
^31/12/2007^;^P^;^98.53^;^STA. JULIA RESERVA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;417
^31/12/2007^;^P^;^98.54^;^TAMAYA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;418
^31/12/2007^;^P^;^98.55^;^Cuota Hijo/Hija^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;419
^31/12/2007^;^P^;^98.56^;^VINO SAN GIMIGNARIO^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;420
^31/12/2007^;^P^;^98.57^;^CATA Y SERVICIO EN VINOS^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;421
^31/12/2007^;^P^;^98.58^;^Cuota amigo/amiga^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;422
^31/12/2007^;^P^;^98.59^;^beronia^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;423
^31/12/2007^;^P^;^98.60^;^Calvet^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;424
^31/12/2007^;^P^;^98.61^;^Emiliano^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;425
^31/12/2007^;^P^;^98.62^;^Palo Alto^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;426
^31/12/2007^;^P^;^98.63^;^Rutini^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;427
^31/12/2007^;^P^;^98.64^;^Yarden^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;428
^31/12/2007^;^P^;^98.65^;^Bodega del Fin del Mundo^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;429
^31/12/2007^;^P^;^98.66^;^Vinos Titareli^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;430
^31/12/2007^;^P^;^98.67^;^O Fournier^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;431
^31/12/2007^;^P^;^98.68^;^Trivento^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;432
^31/12/2007^;^P^;^98.69^;^Escarihuela^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;433
^31/12/2007^;^P^;^98.70^;^Martins^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;434
^31/12/2007^;^P^;^98.71^;^Finca Las Moras^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;435
^31/12/2007^;^P^;^98.72^;^Santa Rita^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;436
