CodMat;Materia;Item;C;P;I;Periodo;Orden;SDiv;SinImprimir;C2;X;ID
^018^;^Dibujo Técnico^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;297
^019^;^Economía^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;298
^022^;^English Laboratory^;^000^;0;1;0;^31/12/2012^;0;0;0;0;^.^;299
^023^;^Entorno Social y Natural^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;300
^024^;^Estadística^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;301
^025^;^Estudios Sociales^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;302
^029^;^Expresión Músical - Ludica^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;303
^030^;^Expresión Oral y Escrita^;^000^;1;1;1;^31/12/2012^;0;0;0;0;^.^;304
^033^;^Gestión Administrativa Compra y Venta^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;305
^037^;^Informática^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;306
^038^;^Inglés^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;307
^039^;^Investigación^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;308
^040^;^Laboratorio de Programación^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;309
^041^;^Laboratorio del Computación^;^000^;1;1;1;^31/12/2012^;0;0;0;0;^.^;310
^043^;^Lengua Extranjera: Inglés^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;311
^044^;^Lengua y Literatura^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;312
^045^;^Literatura General^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;313
^047^;^Mecanografía^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;314
^048^;^Música^;^000^;0;1;0;^31/12/2012^;0;0;0;0;^.^;315
^049^;^Orientación y Tutoría^;^000^;1;1;0;^31/12/2012^;0;0;0;0;^.^;316
^050^;^Química y Laboratorio^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;317
^052^;^Realidad Nacional^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;318
^053^;^Relación Lógica Matemáticas^;^000^;1;1;1;^31/12/2012^;0;0;0;0;^.^;319
^054^;^Gestión Admin. y Recursos Humanos^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;320
^055^;^Formación Cristiana^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;321
^056^;^Science^;^000^;0;1;0;^31/12/2012^;0;0;0;0;^.^;322
^057^;^Técnicas de Flujograma^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;323
^058^;^Tecnología General^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;324
^001^;^Administración de Presupuesto^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;325
^035^;^Historia y Geografía^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;326
^007^;^Ciencias Socio-Económicas^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;327
^083^;^Psicología General^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;328
^084^;^Educación Estética^;^000^;0;1;1;^31/12/2012^;0;0;0;0;^.^;329
