Item;Curso;Descripcion;Periodo;Paralelo;Bachiller;Especialidad;Figura_Profesional;Curso_Superior;Ciclo;Seccion;Titulo;Tipo_Titulo;Codigo_Titulo;X;Id_Curso;ID
^000^;^1.04.BC^;^CUARTO GRADO DE EGB ÔCÔ^;^.^;^ÔCÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;93
^000^;^1.00.IB^;^INICIAL 2 ÔBÔ^;^.^;^ÔBÔ^;^INICIAL 2^;^.^;^.^;^PREPARATORIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;94
^000^;^1.01.BA^;^PREPARATORIA ÔAÔ^;^.^;^ÔAÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;95
^000^;^1.02.BB^;^SEGUNDO GRADO DE EGB ÔBÔ^;^.^;^ÔBÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;96
^000^;^1.00.IC^;^INICIAL 2 ÔCÔ^;^.^;^ÔCÔ^;^INICIAL 2^;^.^;^.^;^PREPARATORIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;97
^000^;^1.01.BC^;^PREPARATORIA ÔCÔ^;^.^;^ÔCÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;98
^000^;^1.00.IA^;^INICIAL 2 ÔAÔ^;^.^;^ÔAÔ^;^INICIAL 2^;^.^;^.^;^PREPARATORIA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;99
^000^;^1.03.BB^;^TERCER GRADO DE EGB ÔBÔ^;^.^;^ÔBÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;100
^000^;^2.09.BA^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔAÔ^;^.^;^ÔAÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;101
^000^;^2.09.BD^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔDÔ^;^.^;^ÔDÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;102
^000^;^2.10.BA^;^DECIMO A—O DE EDUCACI”N BASICA ÔAÔ^;^.^;^ÔAÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;103
^000^;^2.10.BC^;^DECIMO A—O DE EDUCACI”N BASICA ÔCÔ^;^.^;^ÔCÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;104
^000^;^3.01.BD^;^PRIMERO B.G.U.  ÔDÔ^;^.^;^ÔDÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^.^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;105
^000^;^3.01.BB^;^PRIMERO B.G.U.  ÔBÔ^;^.^;^ÔBÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^.^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;106
^000^;^3.02.BB^;^SEGUNDO B.G.U. OPCI”N CIENCIAS ÔBÔ^;^.^;^ÔBÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;107
^000^;^3.03.BB^;^TERCERO B.G.U. OPCI”N CIENCIAS ÔBÔ^;^.^;^ÔBÔ^;^TERCER A—O DE BACHILLERATO GENERAL UNIFICADO^;^OPCION; CIENCIAS^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030803^;^X^;0;108
^000^;^3.02.BC^;^SEGUNDO B.G.U. OPCI”N CIENCIAS ÔCÔ^;^.^;^ÔCÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;109
^000^;^1.05.BC^;^QUINTO GRADO DE EGB ÔCÔ^;^.^;^ÔCÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;110
^000^;^1.03.BC^;^TERCER GRADO DE EGB ÔCÔ^;^.^;^ÔCÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;111
^000^;^1.05.B0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;112
^000^;^1.06.0B^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;113
^000^;^1.07.0A^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;114
^000^;^3.01.B0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;115
^000^;^1.07.BR^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;116
^000^;^3.02.BC^;^SEGUNDO B.G.U; OPCI”N T…CNICO "C"^;^31/12/2010^;^"C"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N T…CNICO^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^.^;0;117
^000^;^1.03^;^TERCERO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;118
^000^;^1.04^;^CUARTO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;119
^000^;^1.07^;^S…PTIMO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;120
^000^;^3.02.BD^;^SEGUNDO DE BACHILLERATO CONTABILIDAD "D"^;^31/12/2010^;^"D"^;^BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^.^;^.^;^MATUTINA^;^.^;^.^;^000000^;^.^;0;121
^000^;^1.02^;^SEGUNDO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;122
^000^;^1.06^;^SEXTO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;123
^000^;^1.04.B0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;124
^000^;^1.04.BR^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;125
^000^;^2.08.B0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;126
^000^;^1.02.BR^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;127
^000^;^1.05.0B^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;128
^000^;^1.07.0B^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;129
^000^;^1.06.0A^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;130
^000^;^1.03.BR^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;131
^000^;^1.05.0C^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;132
^000^;^1.05.BR^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;133
^000^;^1.07.0C^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;134
^000^;^2.10.B0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;135
^000^;^3.01.BC^;^PRIMERO B.G.U; OPCI”N CIENCIAS "C"^;^31/12/2010^;^"C"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^.^;0;136
^000^;^3.03.BC^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "C"^;^31/12/2010^;^"C"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^.^;0;137
^000^;^3.03.BD^;^TERCERO BACHILLERATO; OPCI”N T…CNICO "D"^;^31/12/2010^;^"D"^;^TERCER A—O BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^.^;0;138
^000^;^3.03.F0^;^.^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;139
^000^;^1.01^;^PRIMERO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;140
^000^;^1.05^;^QUINTO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;141
^000^;^1^;^B¡SICO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;142
^000^;^2^;^SECUNDARIO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;143
^000^;^3^;^BACHILLERATO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;144
^000^;^1.00^;^INICIAL^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;145
^000^;^2.08^;^OCTAVO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;146
^000^;^2.09^;^NOVENO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;147
^000^;^2.10^;^DECIMO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;148
^000^;^3.01^;^PRIMERO BACHILLERATO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;149
^000^;^3.02^;^SEGUNDO BACHILLERATO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;150
^000^;^3.03^;^TERCERO BACHILLERATO^;^31/12/2010^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;151
^000^;^1.04.BC^;^CUARTO GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;152
^000^;^3.03.BA^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "A"^;^31/12/2010^;^"A"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;153
^000^;^1.02.BA^;^SEGUNDO GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;154
^000^;^1.00.KA^;^KINDER "A"^;^31/12/2010^;^"A"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;155
^000^;^1.00.KB^;^KINDER "B"^;^31/12/2010^;^"B"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;156
^000^;^1.01.BA^;^PREPARATORIA "A"^;^31/12/2010^;^"A"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;157
^000^;^1.01.BB^;^PREPARATORIA "B"^;^31/12/2010^;^"B"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;158
^000^;^1.02.BB^;^SEGUNDO GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;159
^000^;^1.02.BC^;^SEGUNDO GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;160
^000^;^1.03.BA^;^TERCER GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;161
^000^;^1.03.BB^;^TERCER GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;162
^000^;^1.03.BC^;^TERCER GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;163
^000^;^1.05.BA^;^QUINTO GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;164
^000^;^1.05.BB^;^QUINTO GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;165
^000^;^1.05.BC^;^QUINTO GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;166
^000^;^1.06.BA^;^SEXTO GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;167
^000^;^1.06.BB^;^SEXTO GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;168
^000^;^1.06.BC^;^SEXTO GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;169
^000^;^1.07.BA^;^S…PTIMO GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;170
^000^;^1.07.BB^;^S…PTIMO GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;171
^000^;^1.07.BC^;^S…PTIMO GRADO DE EGB "C"^;^31/12/2010^;^"C"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;172
^000^;^2.08.BA^;^OCTAVO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2010^;^"A"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;173
^000^;^2.08.BB^;^OCTAVO A—O DE EDUCACI”N B¡SICA "B"^;^31/12/2010^;^"B"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;174
^000^;^2.08.BC^;^OCTAVO A—O DE EDUCACI”N B¡SICA "C"^;^31/12/2010^;^"C"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;175
^000^;^2.08.BD^;^OCTAVO A—O DE EDUCACI”N B¡SICA "D"^;^31/12/2010^;^"D"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;176
^000^;^2.09.BA^;^NOVENO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2010^;^"A"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;177
^000^;^2.09.BB^;^NOVENO A—O DE EDUCACI”N B¡SICA "B"^;^31/12/2010^;^"B"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;178
^000^;^2.09.BC^;^NOVENO A—O DE EDUCACI”N B¡SICA "C"^;^31/12/2010^;^"C"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;179
^000^;^2.09.BD^;^NOVENO A—O DE EDUCACI”N B¡SICA "D"^;^31/12/2010^;^"D"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;180
^000^;^2.10.BA^;^DECIMO A—O DE EDUCACI”N BASICA "A"^;^31/12/2010^;^"A"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;181
^000^;^2.10.BB^;^DECIMO A—O DE EDUCACI”N BASICA "B"^;^31/12/2010^;^"B"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;182
^000^;^2.10.BC^;^DECIMO A—O DE EDUCACI”N BASICA "C"^;^31/12/2010^;^"C"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;183
^000^;^2.10.BD^;^DECIMO A—O DE EDUCACI”N BASICA "D"^;^31/12/2010^;^"D"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;184
^000^;^3.02.CC^;^SEGUNDO BACHI. COM Y ADM. CONTAB^;^31/12/2010^;^.^;^BACHILLERATO T…CNICO EN COMERCIO Y ADMINISTRACI”N^;^ESPECIALIZACI”N CONTABILIDAD^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;185
^000^;^3.01.BA^;^PRIMERO B.G.U; OPCI”N CIENCIAS "A"^;^31/12/2010^;^"A"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;186
^000^;^3.01.BB^;^PRIMERO B.G.U; OPCI”N CIENCIAS "B"^;^31/12/2010^;^"B"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;187
^000^;^3.01.CC^;^PRIMERO BACHILLERATO COMUN^;^31/12/2010^;^.^;^BACHILLERATO T…CNICO EN^;^COMERCIO Y ADMINISTRACI”N^;^.^;^.^;^COM⁄N^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;188
^000^;^3.01.FM^;^PRIMERO BACHILLERATO FM^;^31/12/2010^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;189
^000^;^3.02.BA^;^SEGUNDO B.G.U; OPCI”N CIENCIAS "A"^;^31/12/2010^;^"A"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;190
^000^;^3.02.BB^;^SEGUNDO B.G.U; OPCI”N CIENCIAS "B"^;^31/12/2010^;^"B"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;191
^000^;^3.02.FM^;^SEGUNDO BACHILLERATO FM^;^31/12/2010^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;192
^000^;^3.03.BB^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "B"^;^31/12/2010^;^"B"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030803^;^X^;0;193
^000^;^3.03.FM^;^TERCERO BACHILLERATO FM^;^31/12/2010^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030802^;^X^;0;194
