Item;TP;Campo;Encabezado;Pos_X;Pos_Y;Tamaño;X;ID
^000^;^FA^;14;^Teléfono(s)^;11.0;4.2999999999999998;0.0;^.^;336
^000^;^FA^;29;^Total (Cantidad * P.V.P.)^;12.0;5.7999999999999998;0.0;^.^;337
^000^;^FA^;62;^Fecha Emision Año^;6.0;9.5999999999999996;0.0;^.^;338
^000^;^FA^;69;^SubTotal-(Desc1+Desc2)^;10.0;0.0;0.0;^.^;339
^000^;^FM^;1;^ENCABEZADO DE LA FACTURA^;0.0;0.0;0.0;^.^;340
^000^;^FM^;2;^Factura No^;17.0;0.55000000000000004;0.0;^.^;341
^000^;^FM^;5;^Nombre Cliente^;3.5;1.3;0.0;^.^;342
^000^;^FM^;7;^Grupo del Cliente^;0.0;0.0;0.0;^.^;343
^000^;^FM^;10;^Ciudad^;0.0;0.0;0.0;^.^;344
^000^;^FM^;11;^RUC_CI^;16.0;1.3;0.0;^.^;345
^000^;^FM^;12;^Vendedor^;0.0;0.0;0.0;^.^;346
^000^;^FM^;13;^Emails^;0.0;0.0;0.0;^.^;347
^000^;^FM^;14;^DETALLE DE LA FACTURA^;0.0;3.5;0.0;^.^;348
^000^;^FM^;15;^Codigo Producto^;0.0;3.5;0.0;^.^;349
^000^;^FM^;16;^Cantidad^;2.0;3.5;0.0;^.^;350
^000^;^FM^;17;^Descripcion^;5.7999999999999998;3.5;0.0;^.^;351
^000^;^FM^;18;^Ancho Descripcion^;9.0;9.0;0.0;^.^;352
^000^;^FM^;19;^Valor P.V.P^;15.0;3.5;0.0;^.^;353
^000^;^FM^;21;^PIE DE LA FACTURA^;0.0;0.0;0.0;^.^;354
^000^;^FM^;22;^Sub Total^;16.800000000000001;6.7999999999999998;0.0;^.^;355
^000^;^FM^;23;^Total Con IVA^;16.800000000000001;6.2000000000000002;0.0;^.^;356
^000^;^FM^;24;^Total Sin IVA^;16.800000000000001;7.2000000000000002;0.0;^.^;357
^000^;^FM^;25;^Valor I.V.A^;15.0;6.7999999999999998;0.0;^.^;358
^000^;^FM^;26;^Porcentaje I.V.A. 12%^;16.800000000000001;7.5999999999999996;0.0;^.^;359
^000^;^FM^;27;^Total Facturado^;0.0;0.0;0.0;^.^;360
^000^;^FM^;28;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;361
^000^;^FM^;29;^Direccion Izquierda^;10.6;4.2000000000000002;0.0;^.^;362
^000^;^FM^;30;^Direccion Derecha^;10.6;5.2000000000000002;0.0;^.^;363
^000^;^FM^;31;^Mes de Facturacion^;10.6;6.2000000000000002;0.0;^.^;364
^000^;^FM^;32;^Palabra: Consumidor Final^;7.7999999999999998;2.1000000000000001;0.0;^.^;365
^000^;^FM^;33;^Deuda Anterior^;7.7999999999999998;8.0999999999999996;0.0;^.^;366
^000^;^FM^;34;^Valor a Pagar^;7.7999999999999998;8.5999999999999996;0.0;^.^;367
^000^;^FM^;35;^Recorrido de Factura^;0.0;0.0;0.0;^.^;368
^000^;^FM^;36;^R.U.C. CONSUMIDOR FINAL^;0.0;0.0;0.0;^.^;369
^000^;^FM^;37;^Codigo del Banco^;0.0;0.0;0.0;^.^;370
^000^;^FM^;38;^Inicio de la Factura^;3.0;0.10000000000000001;0.0;^.^;371
^000^;^FM^;39;^Descuento en Ventas^;5.0;10.0;0.0;^.^;372
^000^;^FM^;40;^Hora de Proceso^;1.0;1.0;0.0;^.^;373
^000^;^FM^;41;^Direccion del Representan^;0.0;0.0;0.0;^.^;374
^000^;^FM^;42;^Total=SubTotal-Descuento^;0.0;0.0;0.0;^.^;375
^000^;^FM^;43;^Palabra: Descuento^;0.0;0.0;0.0;^.^;376
^000^;^FM^;45;^Telefono del Trabajo^;0.0;0.0;0.0;^.^;377
^000^;^FM^;46;^Numeracion de la Vivienda^;0.0;0.0;0.0;^.^;378
^000^;^FM^;47;^PVP2 en detalle Factura^;0.0;0.0;0.0;^.^;379
^000^;^FM^;63;^FA o NV: Original y Copia^;1.0;1.0;0.0;^.^;380
^000^;^FM^;64;^Representante^;1.0;1.0;0.0;^.^;381
^000^;^FM^;65;^Observacion de la Factura^;1.0;10.0;0.0;^.^;382
^000^;^FM^;66;^Detalle del Abono^;0.69999999999999996;11.0;0.0;^.^;383
^000^;^FM^;75;^Tipo de Abono^;0.0;0.0;0.0;^.^;384
^000^;^FM^;76;^Palabra: Tipo Abono^;0.0;0.0;0.0;^.^;385
^000^;^FM^;77;^Visto en Tipo Abono^;0.0;0.0;0.0;^.^;386
^000^;^FM^;78;^Valor Tipo Abono^;0.0;0.0;0.0;^.^;387
^000^;^FM^;79;^Fecha Tipo Abono^;0.0;0.0;0.0;^.^;388
^000^;^FM^;3;^Fecha Emision: dd/ENE/Año^;15.0;1.8;0.0;^.^;389
^000^;^FM^;4;^Fecha Vencimi: dd/ENE/Año^;17.0;1.8;0.0;^.^;390
^000^;^FM^;6;^Código del Cliente^;0.0;0.0;0.0;^.^;391
^000^;^FM^;8;^Dirección del Cliente^;4.0;2.2999999999999998;0.0;^.^;392
^000^;^FM^;9;^Teléfono(s)^;4.0;1.8;0.0;^.^;393
^000^;^FM^;20;^Total (Cantidad*P.V.P.)^;17.100000000000001;3.5;0.0;^.^;394
^000^;^FM^;44;^Fecha: Ciudad dd/ENE/Año^;1.8999999999999999;2.2999999999999998;0.0;^.^;395
^000^;^FT^;1;^ENCABEZADO DE LA FACTURA^;0.0;0.0;0.0;^.^;396
^000^;^FT^;2;^Factura No^;0.0;0.0;0.0;^.^;397
^000^;^FT^;7;^Fecha: Ciudad dd/MM/aaaa^;0.0;0.0;0.0;^.^;398
^000^;^FT^;8;^Nombre Cliente^;2.5;3.7000000000000002;0.0;^.^;399
^000^;^FT^;12;^Ciudad^;0.0;0.0;0.0;^.^;400
^000^;^FT^;13;^RUC_CI^;11.5;3.7000000000000002;0.0;^.^;401
^000^;^FT^;15;^E_mail^;14.5;4.5;0.0;^.^;402
^000^;^FT^;16;^Observacion/Mercaderia^;3.0;0.0;0.0;^.^;403
^000^;^FT^;17;^Nota^;2.0;14.199999999999999;0.0;^.^;404
^000^;^FT^;18;^Vendedor^;1.0;12.1;0.0;^.^;405
^000^;^FT^;19;^Banco^;0.0;0.0;0.0;^.^;406
^000^;^FT^;20;^Cheque^;0.0;0.0;0.0;^.^;407
^000^;^FT^;21;^Forma de Pago^;0.0;0.0;0.0;^.^;408
^000^;^FT^;22;^DETALLE DE LA FACTURA^;0.0;5.7999999999999998;0.0;^.^;409
^000^;^FT^;23;^Codigo Producto^;0.0;5.7999999999999998;0.0;^.^;410
^000^;^FT^;24;^Cantidad^;1.5;5.7999999999999998;0.0;^.^;411
^000^;^FT^;25;^Descripcion^;2.5;5.7999999999999998;0.0;^.^;412
^000^;^FT^;26;^Ancho Descripcion^;6.0;0.0;0.0;^.^;413
^000^;^FT^;27;^Reposicion^;0.0;0.0;0.0;^.^;414
^000^;^FT^;28;^Valor P.V.P^;9.0;5.7999999999999998;0.0;^.^;415
^000^;^FT^;30;^Codigo de Barra^;0.0;0.0;0.0;^.^;416
^000^;^FT^;31;^Ninguno^;0.0;0.0;0.0;^.^;417
^000^;^FT^;32;^Ninguno^;0.0;0.0;0.0;^.^;418
^000^;^FT^;33;^Orden de Produccion^;0.0;0.0;0.0;^.^;419
^000^;^FT^;34;^Tonelaje^;0.0;0.0;0.0;^.^;420
^000^;^FT^;35;^PIE DE LA FACTURA^;0.0;0.0;0.0;^.^;421
^000^;^FT^;36;^SubTotal^;11.5;10.199999999999999;0.0;^.^;422
^000^;^FT^;37;^Total Sin I.V.A^;0.0;0.0;0.0;^.^;423
^000^;^FT^;38;^Total Con I.V.A^;0.0;0.0;0.0;^.^;424
^000^;^FT^;39;^Porcentaje Con I.V.A. 12%^;0.0;0.0;0.0;^.^;425
^000^;^FT^;40;^Valor I.V.A^;11.5;11.6;0.0;^.^;426
^000^;^FT^;41;^Porcentaje I.V.A. 12%^;10.0;11.6;0.0;^.^;427
^000^;^FT^;42;^Total Descuento^;0.0;0.0;0.0;^.^;428
^000^;^FT^;43;^Palabra Descuento^;0.0;0.0;0.0;^.^;429
^000^;^FT^;44;^Total Facturado^;0.0;0.0;0.0;^.^;430
^000^;^FT^;45;^Total en Letras^;0.0;0.0;0.0;^.^;431
^000^;^FT^;46;^Saldo Pendiente^;0.0;0.0;0.0;^.^;432
^000^;^FT^;47;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;433
^000^;^FT^;48;^Total Comision^;0.0;0.0;0.0;^.^;434
^000^;^FT^;49;^Total Servicio^;0.0;0.0;0.0;^.^;435
^000^;^FT^;50;^CxC Clientes^;10.0;1.0;0.0;^.^;436
^000^;^FT^;51;^DAU^;0.0;0.0;0.0;^.^;437
^000^;^FT^;52;^FUE^;0.0;0.0;0.0;^.^;438
^000^;^FT^;53;^Declaracion Aduanera^;0.0;0.0;0.0;^.^;439
^000^;^FT^;54;^Guia de Remision^;0.0;0.0;0.0;^.^;440
^000^;^FT^;55;^Factura Comercial Aduaner^;0.0;0.0;0.0;^.^;441
^000^;^FT^;56;^Carta Porte^;0.0;0.0;0.0;^.^;442
^000^;^FT^;57;^Cantidad Aduanera^;0.0;0.0;0.0;^.^;443
^000^;^FT^;58;^Kilos Bruto^;0.0;0.0;0.0;^.^;444
^000^;^FT^;75;^Tipo de Abono^;0.0;0.0;0.0;^.^;445
^000^;^FT^;76;^Palabra: Tipo Abono^;0.0;0.0;0.0;^.^;446
^000^;^FT^;3;^Fecha Emision: dd/ENE/Año^;2.5;3.1000000000000001;0.0;^.^;447
^000^;^FT^;4;^Fecha Emision: dd ENE Año^;0.0;0.0;0.0;^.^;448
^000^;^FT^;5;^Fecha Vencimi: dd/ENE/Año^;0.0;0.0;0.0;^.^;449
^000^;^FT^;6;^Fecha Vencimi: dd ENE Año^;0.0;0.0;0.0;^.^;450
^000^;^FT^;9;^Código del Cliente^;0.0;0.0;0.0;^.^;451
^000^;^FT^;10;^Código Grupo^;2.5;4.2999999999999998;0.0;^.^;452
^000^;^FT^;11;^Dirección del Cliente^;2.5;4.2999999999999998;0.0;^.^;453
^000^;^FT^;14;^Teléfono(s)^;11.0;4.2999999999999998;0.0;^.^;454
^000^;^FT^;29;^Total (Cantidad*P.V.P.)^;12.0;5.7999999999999998;0.0;^.^;455
^000^;^GR^;1;^ENCABEZADO DE LA FACTURA^;0.0;0.0;0.0;^.^;456
^000^;^GR^;2;^Guia de Remision No^;0.0;0.0;0.0;^.^;457
^000^;^GR^;7;^Fecha: Ciudad dd/MM/aaaa^;4.0;3.5;0.0;^.^;458
^000^;^GR^;8;^Nombre Cliente^;3.0;4.0999999999999996;0.0;^.^;459
^000^;^GR^;12;^Ciudad^;0.0;3.5;0.0;^.^;460
^000^;^GR^;13;^RUC_CI^;3.0;4.7000000000000002;0.0;^.^;461
^000^;^GR^;15;^E_mail^;0.0;0.0;0.0;^.^;462
^000^;^GR^;16;^Observacion/Mercaderia^;4.0;5.7999999999999998;0.0;^.^;463
^000^;^GR^;17;^Nota^;0.0;0.0;0.0;^.^;464
^000^;^GR^;18;^Vendedor^;0.0;0.0;0.0;^.^;465
^000^;^GR^;19;^Banco^;0.0;0.0;0.0;^.^;466
^000^;^GR^;20;^Cheque^;0.0;0.0;0.0;^.^;467
^000^;^GR^;21;^Forma de Pago^;0.0;0.0;0.0;^.^;468
^000^;^GR^;22;^DETALLE DE LA FACTURA^;0.0;7.2999999999999998;0.0;^.^;469
^000^;^GR^;23;^Codigo Producto^;0.0;7.2999999999999998;0.0;^.^;470
^000^;^GR^;24;^Cantidad^;1.0;7.2999999999999998;0.0;^.^;471
^000^;^GR^;25;^Descripcion^;2.7999999999999998;7.2999999999999998;0.0;^.^;472
^000^;^GR^;26;^Ancho Descripcion^;7.0;7.2999999999999998;0.0;^.^;473
^000^;^GR^;27;^Reposicion^;0.0;7.2999999999999998;0.0;^.^;474
^000^;^GR^;28;^Valor P.V.P^;0.0;7.2999999999999998;0.0;^.^;475
^000^;^GR^;30;^Codigo de Barra^;0.0;0.0;0.0;^.^;476
^000^;^GR^;31;^Ninguno^;0.0;0.0;0.0;^.^;477
^000^;^GR^;32;^Ninguno^;0.0;0.0;0.0;^.^;478
^000^;^GR^;33;^Orden de Produccion^;0.0;0.0;0.0;^.^;479
^000^;^GR^;34;^Tonelaje^;0.0;0.0;0.0;^.^;480
^000^;^GR^;35;^PIE DE LA FACTURA^;10.800000000000001;0.0;0.0;^.^;481
^000^;^GR^;36;^SubTotal^;10.800000000000001;13.9;0.0;^.^;482
^000^;^GR^;37;^Total Sin I.V.A^;10.800000000000001;14.5;0.0;^.^;483
^000^;^GR^;38;^Total Con I.V.A^;10.800000000000001;15.1;0.0;^.^;484
^000^;^GR^;39;^Porcentaje Con I.V.A. 12%^;10.800000000000001;15.1;0.0;^.^;485
^000^;^GR^;40;^Valor I.V.A^;10.800000000000001;16.300000000000001;0.0;^.^;486
^000^;^GR^;41;^Porcentaje I.V.A. 12%^;10.800000000000001;16.300000000000001;0.0;^.^;487
^000^;^GR^;42;^Total Descuento^;10.800000000000001;15.75;0.0;^.^;488
^000^;^GR^;43;^Palabra Descuento^;0.0;0.0;0.0;^.^;489
^000^;^GR^;44;^Total Facturado^;10.800000000000001;16.899999999999999;0.0;^.^;490
^000^;^GR^;45;^Total en Letras^;0.0;0.0;0.0;^.^;491
^000^;^GR^;46;^Saldo Pendiente^;0.0;0.0;0.0;^.^;492
^000^;^GR^;47;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;493
^000^;^GR^;48;^Total Comision^;0.0;0.0;0.0;^.^;494
^000^;^GR^;49;^Total Servicio^;0.0;0.0;0.0;^.^;495
^000^;^GR^;50;^CxC Clientes^;0.0;0.0;0.0;^.^;496
^000^;^GR^;51;^DAU^;0.0;0.0;0.0;^.^;497
^000^;^GR^;52;^FUE^;0.0;0.0;0.0;^.^;498
^000^;^GR^;53;^Declaracion Aduanera^;0.0;0.0;0.0;^.^;499
^000^;^GR^;54;^Guia de Remision^;3.0;13.1;0.0;^.^;500
^000^;^GR^;55;^Factura Comercial Aduaner^;0.0;0.0;0.0;^.^;501
^000^;^GR^;56;^Carta Porte^;0.0;0.0;0.0;^.^;502
^000^;^GR^;57;^Cantidad Aduanera^;0.0;0.0;0.0;^.^;503
^000^;^GR^;58;^Kilos Bruto^;0.0;0.0;0.0;^.^;504
^000^;^GR^;59;^Palabra: Saldo Pendiente^;11.6;9.5999999999999996;0.0;^.^;505
^000^;^GR^;60;^Fecha Emision Dia^;0.0;0.0;0.0;^.^;506
^000^;^GR^;61;^Fecha Emision Mes^;0.0;0.0;0.0;^.^;507
^000^;^GR^;3;^Fecha Emision: dd/ENE/Año^;0.0;0.0;0.0;^.^;508
^000^;^GR^;4;^Fecha Emision: dd ENE Año^;0.0;0.0;0.0;^.^;509
^000^;^GR^;5;^Fecha Vencimi: dd/ENE/Año^;0.0;0.0;0.0;^.^;510
^000^;^GR^;6;^Fecha Vencimi: dd ENE Año^;0.0;0.0;0.0;^.^;511
^000^;^GR^;9;^Código del Cliente^;0.0;0.0;0.0;^.^;512
^000^;^GR^;10;^Código Grupo^;0.0;3.7000000000000002;0.0;^.^;513
^000^;^GR^;11;^Dirección Guia Comercial^;3.1000000000000001;5.2999999999999998;0.0;^.^;514
^000^;^GR^;14;^Teléfono(s)^;10.199999999999999;4.7000000000000002;0.0;^.^;515
^000^;^GR^;29;^Total (Cantidad*P.V.P.)^;10.800000000000001;7.2999999999999998;0.0;^.^;516
^000^;^GR^;62;^Fecha Emision Año^;0.0;0.0;0.0;^.^;517
^000^;^HD^;1;^ENCABEZADO DE FLETES^;0.0;0.0;0.0;^.^;518
^000^;^HD^;2;^Fecha del Embarque^;0.5;7.0;0.0;^.^;519
^000^;^HD^;3;^Fecha del Desembarque^;11.1;2.2000000000000002;0.0;^.^;520
^000^;^HD^;4;^Empresa^;11.1;7.2999999999999998;0.0;^.^;521
^000^;^HD^;5;^Coductor^;2.2999999999999998;2.1000000000000001;0.0;^.^;522
^000^;^HD^;6;^Placas^;1.0;1.0;0.0;^.^;523
^000^;^HD^;7;^Ayudante^;13.199999999999999;4.2000000000000002;0.0;^.^;524
^000^;^HD^;8;^Lugar de Embarque^;3.0;3.0;0.0;^.^;525
^000^;^HD^;9;^Lugar de Desembarque^;4.0;4.0;0.0;^.^;526
^000^;^HD^;10;^Ninguno^;0.0;0.0;0.0;^.^;527
^000^;^HD^;11;^Ninguno^;10.699999999999999;3.2000000000000002;0.0;^.^;528
^000^;^HD^;12;^Ninguno^;0.0;0.0;0.0;^.^;529
^000^;^HD^;13;^Ninguno^;0.0;0.0;0.0;^.^;530
^000^;^HD^;14;^Ninguno^;0.0;3.5;0.0;^.^;531
^000^;^HD^;15;^Ninguno^;0.5;3.5;0.0;^.^;532
^000^;^IF^;2;^ALUMNA:^;2.0;1.5;0.0;^.^;533
^000^;^IF^;4;^FECHA EMISION:^;0.0;0.0;0.0;^.^;534
^000^;^IF^;5;^PAGAR HASTA:^;13.0;1.0;0.0;^.^;535
^000^;^IF^;6;^CLIENTE:^;1.5;3.7999999999999998;0.0;^.^;536
^000^;^IF^;8;^CURSO:^;0.0;7.5;0.0;^.^;537
^000^;^IF^;11;^VALOR UNITARIO^;0.0;0.0;0.0;^.^;538
^000^;^IF^;12;^VALOR TOTAL^;2.0;1.5;0.0;^.^;539
^000^;^IF^;13;^SUBTOTAL:^;0.0;0.0;0.0;^.^;540
^000^;^IF^;16;^DEUDA PENDIENTE:^;0.0;0.0;0.0;^.^;541
^000^;^IF^;17;^TOTAL A PAGAR^;13.0;1.0;0.0;^.^;542
^000^;^IF^;18;^RECIBI CONFORME^;1.5;3.7999999999999998;0.0;^.^;543
^000^;^IF^;19;^ENTREGUE CONFORME^;1.0;1.0;0.0;^.^;544
^000^;^IF^;20;^LINEAH - 19^;0.0;7.5;0.0;^.^;545
^000^;^IF^;24;^LINEAH - 19^;2.0;2.3999999999999999;0.0;^.^;546
^000^;^IF^;25;^LINEAV - 5^;0.0;0.0;0.0;^.^;547
^000^;^IF^;26;^Ninguno^;0.0;0.0;0.0;^.^;548
^000^;^IF^;27;^Ninguno^;0.0;0.0;0.0;^.^;549
^000^;^IF^;28;^Ninguno^;0.0;0.0;0.0;^.^;550
^000^;^IF^;29;^Ninguno^;0.0;0.0;0.0;^.^;551
^000^;^IF^;30;^Ninguno^;0.0;0.0;0.0;^.^;552
^000^;^IF^;40;^LINEAH - 18^;1.5;5.5999999999999996;0.0;^.^;553
^000^;^IF^;41;^LINEAH - 18^;1.5;6.2999999999999998;0.0;^.^;554
^000^;^IF^;42;^LINEAH - 18^;1.5;9.0999999999999996;0.0;^.^;555
^000^;^IF^;43;^LINEAH - 3.7^;2.3999999999999999;10.9;0.0;^.^;556
^000^;^IF^;44;^LINEAH - 4.5^;7.4000000000000004;10.9;0.0;^.^;557
^000^;^IF^;45;^LINEAV - 3.35^;16.399999999999999;5.7000000000000002;0.0;^.^;558
^000^;^IF^;23;^TELEFONO^;12.5;3.5;10.0;^X^;559
^000^;^IF^;1;^SANTO DOMINGO DE GUZMAN^;0.0;0.0;0.0;^.^;560
^000^;^IF^;3;^CÓDIGO ALUMNA:^;12.5;1.5;0.0;^.^;561
^000^;^IF^;7;^CÉDULA/ R.U.C.:^;1.0;1.0;0.0;^.^;562
^000^;^IF^;9;^REFERENCIA:^;2.0;2.3999999999999999;0.0;^.^;563
^000^;^IF^;10;^D E S C R I P C I Ó N:^;0.0;0.0;0.0;^.^;564
^000^;^IF^;14;^IVA:^;2.0;1.5;0.0;^.^;565
^000^;^IF^;15;^TOTAL FACTURA:^;12.5;1.5;0.0;^.^;566
^000^;^IF^;21;^LINEAH - 19^;2.0;2.3999999999999999;0.0;^.^;567
^000^;^IF^;22;^LINEAH - 19^;0.0;0.0;0.0;^.^;568
^000^;^IV^;1;^Tipo documento C^;0.80000000000000004;6.0;0.0;^.^;569
^000^;^IV^;2;^Transaccion C^;1.5;6.0;0.0;^.^;570
^000^;^IV^;3;^No_Reg C^;12.5;6.0;0.0;^.^;571
^000^;^IV^;4;^BaseImponible C^;14.0;6.0;0.0;^.^;572
^000^;^IV^;5;^Basecero C^;16.5;6.0;0.0;^.^;573
^000^;^IV^;6;^Tipo documento V^;0.80000000000000004;13.199999999999999;0.0;^.^;574
^000^;^IV^;7;^Transaccion V^;1.5;13.199999999999999;0.0;^.^;575
^000^;^IV^;8;^No_Reg V^;12.5;13.199999999999999;0.0;^.^;576
^000^;^IV^;9;^BaseImponible V^;14.0;13.199999999999999;0.0;^.^;577
^000^;^IV^;10;^Basecero V^;16.5;13.199999999999999;0.0;^.^;578
^000^;^IV^;11;^Tipo documento ND^;0.80000000000000004;17.399999999999999;0.0;^.^;579
^000^;^IV^;12;^Transaccion ND^;1.5;17.399999999999999;0.0;^.^;580
^000^;^IV^;13;^No_Reg ND^;12.5;17.399999999999999;0.0;^.^;581
^000^;^IV^;14;^BaseImponible ND^;14.0;17.399999999999999;0.0;^.^;582
^000^;^IV^;15;^Basecero ND^;16.5;17.399999999999999;0.0;^.^;583
^000^;^IV^;16;^Tipo documento I^;0.80000000000000004;22.0;0.0;^.^;584
^000^;^IV^;17;^Transaccion I^;1.5;22.0;0.0;^.^;585
^000^;^IV^;18;^No_Reg I^;12.5;22.0;0.0;^.^;586
^000^;^IV^;19;^BaseImponible I^;14.0;22.0;0.0;^.^;587
^000^;^IV^;20;^Basecero I^;16.5;22.0;0.0;^.^;588
^000^;^IV^;21;^Tipo documento E^;0.80000000000000004;24.399999999999999;0.0;^.^;589
^000^;^IV^;22;^Transaccion E^;1.5;24.399999999999999;0.0;^.^;590
^000^;^IV^;23;^No_Reg E^;12.5;24.399999999999999;0.0;^.^;591
^000^;^IV^;24;^BaseImponible E^;14.0;24.399999999999999;0.0;^.^;592
^000^;^IV^;25;^Basecero E^;16.5;24.399999999999999;0.0;^.^;593
^000^;^IV^;26;^TOTAL COMPRAS^;13.5;12.0;0.0;^.^;594
^000^;^IV^;27;^TOTAL VENTAS^;13.5;14.4;0.0;^.^;595
^000^;^IV^;28;^TOTAL NOTAS D C^;13.5;19.0;0.0;^.^;596
^000^;^IV^;29;^TOTAL IMPORTACIONES^;13.5;23.25;0.0;^.^;597
^000^;^IV^;30;^TOTAL EXPORTACIONES^;13.5;25.600000000000001;0.0;^.^;598
^000^;^IV^;31;^TOTAL GLOBAL^;13.199999999999999;26.050000000000001;0.0;^.^;599
^000^;^LB^;1;^ENCABEZADO DE LA LIBRETA^;0.0;0.0;0.0;^.^;600
^000^;^LB^;2;^Libreta No^;3.0;2.7000000000000002;0.0;^.^;601
^000^;^LB^;3;^Nombres Socio^;2.8999999999999999;1.1699999999999999;0.0;^.^;602
^000^;^LB^;4;^Direccion^;0.0;0.0;0.0;^.^;603
^000^;^LB^;5;^CI/RUC^;2.8999999999999999;1.7;0.0;^.^;604
^000^;^LB^;6;^Fecha de Ingreso^;0.0;0.0;0.0;^.^;605
^000^;^LB^;8;^Ninguno^;0.0;0.0;0.0;^.^;606
^000^;^LB^;9;^Ninguno^;0.0;0.0;0.0;^.^;607
^000^;^LB^;10;^Ninguno^;0.0;0.0;0.0;^.^;608
^000^;^LB^;11;^Ninguno^;0.0;0.0;0.0;^.^;609
^000^;^LB^;12;^Ninguno^;0.0;0.0;0.0;^.^;610
^000^;^LB^;13;^Saldo de Pagina^;1.0;1.0;0.0;^.^;611
^000^;^LB^;14;^ENCABEZADO^;0.0;0.0;0.0;^.^;612
^000^;^LB^;15;^Encabezado Linea^;0.0;0.0;0.0;^.^;613
^000^;^LB^;16;^Encabezado Fecha^;0.0;0.0;0.0;^.^;614
^000^;^LB^;17;^Encabezado Transaccion^;0.0;0.0;0.0;^.^;615
^000^;^LB^;18;^Encabezado Ingreso^;0.0;0.0;0.0;^.^;616
^000^;^LB^;19;^Encabezado Egreso^;0.0;0.0;0.0;^.^;617
^000^;^LB^;20;^Encabezado Monto^;0.0;0.0;0.0;^.^;618
^000^;^LB^;21;^Encabezado Saldo^;0.0;0.0;0.0;^.^;619
^000^;^LB^;22;^DETALLE DE LA LIBRETA^;0.0;2.8999999999999999;0.0;^.^;620
^000^;^LB^;23;^Linea^;0.20000000000000001;2.8999999999999999;0.0;^.^;621
^000^;^LB^;24;^Fecha^;0.90000000000000002;2.8999999999999999;0.0;^.^;622
^000^;^LB^;25;^Transaccion^;2.7999999999999998;2.8999999999999999;0.0;^.^;623
^000^;^LB^;26;^Ingreso^;3.0;2.8999999999999999;0.0;^.^;624
^000^;^LB^;27;^Egreso^;5.0;2.8999999999999999;0.0;^.^;625
^000^;^LB^;28;^Monto^;0.0;2.8999999999999999;0.0;^.^;626
^000^;^LB^;29;^Saldo 5.2^;7.0;2.8999999999999999;0.0;^.^;627
^000^;^LB^;30;^Nombre Representante^;8.0;3.6000000000000001;0.0;^.^;628
^000^;^LB^;31;^Cuenta_No^;0.0;0.0;0.0;^.^;629
^000^;^LB^;7;^Numero de Lineas [Tamano]^;10.0;10.0;10.0;^X^;630
^000^;^LC^;1;^DETALLE DE CERTIFICADOS^;0.0;13.76;0.0;^.^;631
^000^;^LC^;2;^Linea^;0.0;13.76;0.0;^.^;632
^000^;^LC^;3;^Fecha^;0.67000000000000004;13.76;0.0;^.^;633
^000^;^LC^;4;^Transaccion^;10.4;13.76;0.0;^.^;634
^000^;^LC^;5;^Ingreso^;2.3500000000000001;13.76;0.0;^.^;635
^000^;^LC^;6;^Egreso^;4.9500000000000002;13.76;0.0;^.^;636
^000^;^LC^;7;^Monto^;0.0;13.76;0.0;^.^;637
^000^;^LC^;8;^Saldo 5.2^;7.5;13.76;0.0;^.^;638
^000^;^LC^;10;^Espacio entre lineas^;0.48999999999999999;0.48999999999999999;0.0;^.^;639
^000^;^LC^;11;^Certificado de aportacion^;8.0;1.5;0.0;^.^;640
^000^;^LC^;12;^Ninguno^;0.0;0.0;0.0;^.^;641
^000^;^LC^;13;^Saldo de Pagina^;0.0;0.0;0.0;^.^;642
^000^;^LC^;14;^ENCABEZADO^;0.0;7.4000000000000004;0.0;^.^;643
^000^;^LC^;15;^Encabezado Linea^;0.0;7.2000000000000002;0.0;^.^;644
^000^;^LC^;16;^Encabezado Fecha^;0.0;7.4000000000000004;0.0;^.^;645
^000^;^LC^;17;^Encabezado Transaccion^;0.0;7.4000000000000004;0.0;^.^;646
^000^;^LC^;18;^Encabezado Ingreso^;0.0;7.4000000000000004;0.0;^.^;647
^000^;^LC^;19;^Encabezado Egreso^;0.0;7.4000000000000004;0.0;^.^;648
^000^;^LC^;20;^Encabezado Monto^;0.0;7.4000000000000004;0.0;^.^;649
^000^;^LC^;21;^Encabezado Saldo^;0.0;7.4000000000000004;0.0;^.^;650
^000^;^LC^;22;^DETALLE DE LA LIBRETA^;4.46;7.4000000000000004;0.0;^.^;651
^000^;^LC^;23;^Linea^;0.10000000000000001;7.4000000000000004;0.0;^.^;652
^000^;^LC^;24;^Fecha^;0.90000000000000002;7.4000000000000004;0.0;^.^;653
^000^;^LC^;25;^Transaccion^;10.0;7.4000000000000004;0.0;^.^;654
^000^;^LC^;26;^Ingreso^;3.0;7.4000000000000004;0.0;^.^;655
^000^;^LC^;27;^Egreso^;6.0;7.4000000000000004;0.0;^.^;656
^000^;^LC^;28;^Monto^;0.0;7.4000000000000004;0.0;^.^;657
^000^;^LC^;29;^Saldo 5.2^;11.800000000000001;7.4000000000000004;0.0;^.^;658
^000^;^LC^;9;^Numero de Lineas [Tamano]^;10.0;10.0;10.0;^X^;659
^000^;^NC^;1;^ENCABEZADO NOTA CREDITO^;1.0;1.0;0.0;^.^;660
^000^;^NC^;2;^Factura No^;0.5;7.0;0.0;^.^;661
