Item;Concepto;Numero;Periodo;X;ID
^998^;^Diario Caja^;1;^.^;^.^;591
^998^;^Egresos^;1;^.^;^.^;592
^998^;^Empresas^;1;^.^;^.^;593
^998^;^Envio No^;1;^.^;^.^;594
^998^;^Envio_Benef^;1;^.^;^.^;595
^998^;^Envio_Remit^;1;^.^;^.^;596
^998^;^Envios^;1;^.^;^.^;597
^998^;^Factura_No^;1;^.^;^.^;598
^998^;^Facturas^;1;^.^;^.^;599
^998^;^FamiFactura^;1;^.^;^.^;600
^998^;^FMG^;1;^.^;^.^;601
^998^;^Ingreso Caja^;1;^.^;^.^;602
^998^;^Ingresos^;1;^.^;^.^;603
^998^;^Kardex^;1;^.^;^.^;604
^998^;^Manifiesto^;1;^.^;^.^;605
^998^;^Memos^;1;^.^;^.^;606
^998^;^No_FacturasImp^;1;^.^;^.^;607
^998^;^Nota Ventas^;1;^.^;^.^;608
^998^;^Nota_No^;1;^.^;^.^;609
^998^;^NotaDebito^;7;^.^;^.^;610
^998^;^NV_SERIE_001005^;1;^.^;^.^;611
^998^;^OrientacionFact^;1;^.^;^.^;612
^998^;^Polizas^;1;^.^;^.^;613
^998^;^Prestamos^;1;^.^;^.^;614
^998^;^Recibo_Egreso^;1;^.^;^.^;615
^998^;^Recibo_Ingreso^;1;^.^;^.^;616
^998^;^Remitente^;1;^.^;^.^;617
^998^;^Retencion^;1;^.^;^.^;618
^998^;^Sitios^;1;^.^;^.^;619
^998^;^Solicitud_No^;1;^.^;^.^;620
^998^;^Sub Cuenta^;1;^.^;^.^;621
^998^;^Usuarios^;1;^.^;^.^;622
^998^;^Vendedor^;1;^.^;^.^;623
^998^;^Ingreso^;1;^.^;^.^;624
^998^;^Certificados^;1;^.^;^.^;625
^998^;^PEDIDO_CLINICA^;1;^.^;^.^;626
^998^;^FA_SERIE_001007^;1;^.^;^.^;627
^998^;^PV_SERIE_009009^;1;^.^;^.^;628
^998^;^NV_SERIE_008008^;1;^.^;^.^;629
^998^;^LC_SERIE_009009^;1;^.^;^.^;630
^998^;^FA_SERIE_001010^;1;^.^;^.^;631
^998^;^FA_SERIE_001009^;1;^.^;^.^;632
^998^;^RE_SERIE_001001^;1;^.^;^.^;633
^998^;^RE_SERIE_001010^;1;^.^;^.^;634
^998^;^GR_SERIE_001007^;1;^.^;^.^;635
^998^;^RE_SERIE_001002^;1;^.^;^.^;636
^998^;^NV_SERIE_008008^;1;^.^;^.^;637
^998^;^NV_SERIE_008007^;1;^.^;^.^;638
^998^;^NV_SERIE_008001^;1;^.^;^.^;639
^998^;^LC_SERIE_0013^;1;^.^;^.^;640
^998^;^FA_SERIE_001004^;1;^.^;^.^;641
^998^;^NotaCredito^;6;^.^;^.^;642
^998^;^RE_SERIE_00f001^;1;^.^;^.^;643
^998^;^RE_SERIE_00f003^;1;^.^;^.^;644
^998^;^RE_SERIE_ssa001^;1;^.^;^.^;645
^998^;^RE_SERIE_001555^;1;^.^;^.^;646
^998^;^RE_SERIE_001asd^;1;^.^;^.^;647
^998^;^RE_SERIE_001004^;1;^.^;^.^;648
^998^;^RE_SERIE_001007^;1;^.^;^.^;649
^998^;^RE_SERIE_001008^;1;^.^;^.^;650
^998^;^LC_SERIE_001.^;1;^.^;^.^;651
^998^;^NDO_SERIE_999998^;1;^.^;^.^;652
^998^;^NDU_SERIE_999997^;1;^.^;^.^;653
^998^;^GR_SERIE_1^;2;^.^;^.^;655
^998^;^GR_SERIE_001005^;2;^.^;^.^;656
^998^;^RE_SERIE_003002^;2;^.^;^.^;657
^998^;^FA_SERIE_001002^;2;^.^;^.^;658
^998^;^FA_SERIE_001002^;2;^.^;^.^;659
^998^;^Ingresos_Recibidos^;2;^.^;^.^;660
^998^;^FA_SERIE_001002^;3;^.^;^.^;661
^998^;^Ticket^;6;^.^;^.^;662
^998^;^LC_SERIE_001003^;7;^.^;^.^;663
^998^;^FA_SERIE_000000^;8;^.^;^.^;664
^998^;^FA_SERIE_000000^;8;^.^;^.^;665
^998^;^Numero Cuenta^;12;^.^;^.^;666
^998^;^NC_SERIE_001001^;13;^.^;^.^;667
^998^;^RE_SERIE_003003^;16;^.^;^.^;668
^998^;^FA_SERIE_999999^;29;^.^;^.^;669
^998^;^RE_SERIE_003001^;32;^.^;^.^;670
^998^;^GR_SERIE_001003^;35;^.^;^.^;671
^998^;^Diario^;114;^.^;^.^;672
^998^;^10Diario^;38;^.^;^.^;673
^998^;^LC_SERIE_001002^;39;^.^;^.^;674
^998^;^12Diario^;57;^.^;^.^;675
^998^;^RE_SERIE_001003^;60;^.^;^.^;676
^998^;^SubCtas^;65;^.^;^.^;677
^998^;^LC_SERIE_001001^;99;^.^;^.^;678
^998^;^NC_SERIE_001005^;104;^.^;^.^;679
^998^;^NC_SERIE_001003^;111;^.^;^.^;680
^998^;^GR_SERIE_001002^;140;^.^;^.^;681
^998^;^FA_SERIE_001005^;175;^.^;^.^;682
^998^;^FA_SERIE_001001^;238;^.^;^.^;683
^998^;^Codigo Numerico^;321;^.^;^.^;684
^998^;^FA_SERIE_001003^;1665;^.^;^.^;685
^998^;^Recibo_No^;3210;^.^;^.^;686
^998^;^FA_SERIE_035001^;3262;^.^;^.^;687
^998^;^FA_SERIE_034001^;4638;^.^;^.^;688
^998^;^FA_SERIE_036001^;4986;^.^;^.^;689
^998^;^FA_SERIE_001004^;5184;^.^;^.^;690
^998^;^FA_SERIE_014001^;7022;^.^;^.^;691
^998^;^FA_SERIE_032001^;9894;^.^;^.^;692
^998^;^FA_SERIE_029001^;10195;^.^;^.^;693
^998^;^FA_SERIE_031001^;11885;^.^;^.^;694
^998^;^FA_SERIE_030001^;14631;^.^;^.^;695
^998^;^FA_SERIE_025001^;23757;^.^;^.^;696
^998^;^FA_SERIE_022001^;27184;^.^;^.^;697
^998^;^FA_SERIE_021001^;32051;^.^;^.^;698
^998^;^FA_SERIE_016001^;33941;^.^;^.^;699
^998^;^FA_SERIE_017001^;51678;^.^;^.^;700
^998^;^FA_SERIE_001001^;71510;^31/07/2011^;^.^;701
^998^;^FA_SERIE_012001^;171839;^.^;^.^;702
^998^;^FA_SERIE_002001^;172991;^.^;^.^;703
^998^;^FA_SERIE_008001^;174295;^.^;^.^;704
^998^;^FA_SERIE_005001^;179124;^.^;^.^;705
^998^;^01Diario^;1000001;^^;^.^;706
^998^;^01Egresos^;1000001;^^;^.^;707
^998^;^01Ingresos^;1000001;^^;^.^;708
^998^;^01NotaDebito^;1000001;^^;^.^;709
^998^;^01NotaCredito^;1000001;^^;^.^;710
^998^;^01Egresos^;1000001;^.^;^.^;711
^998^;^01Ingresos^;1000001;^.^;^.^;712
^998^;^01NotaCredito^;1000001;^.^;^.^;713
^998^;^01NotaDebito^;1000001;^.^;^.^;714
^998^;^01Diario^;1000197;^.^;^.^;715
^998^;^02Diario^;2000001;^^;^.^;716
^998^;^02Egresos^;2000001;^^;^.^;717
^998^;^02Ingresos^;2000001;^^;^.^;718
^998^;^02NotaDebito^;2000001;^^;^.^;719
^998^;^02NotaCredito^;2000001;^^;^.^;720
^998^;^02Diario^;2000001;^.^;^.^;721
^998^;^02Ingresos^;2000001;^.^;^.^;722
^998^;^02NotaCredito^;2000001;^.^;^.^;723
^998^;^02NotaDebito^;2000001;^.^;^.^;724
^998^;^02Egresos^;2000004;^.^;^.^;725
^998^;^03Egresos^;3000001;^^;^.^;726
^998^;^03Ingresos^;3000001;^^;^.^;727
^998^;^03NotaDebito^;3000001;^^;^.^;728
^998^;^03NotaCredito^;3000001;^^;^.^;729
^998^;^03NotaCredito^;3000001;^.^;^.^;730
^998^;^03NotaDebito^;3000001;^.^;^.^;731
^998^;^03Egreso^;3000001;^.^;^.^;732
^998^;^03Egresos^;3000001;^.^;^.^;733
^998^;^03Ingresos^;3000001;^.^;^.^;734
^998^;^03Diario^;3000003;^.^;^.^;735
^998^;^03Diario^;3000060;^^;^.^;736
^998^;^04Diario^;4000001;^^;^.^;737
^998^;^04Egresos^;4000001;^^;^.^;738
^998^;^04Ingresos^;4000001;^^;^.^;739
^998^;^04NotaDebito^;4000001;^^;^.^;740
^998^;^04NotaCredito^;4000001;^^;^.^;741
^998^;^04Egresos^;4000001;^.^;^.^;742
^998^;^04Ingresos^;4000001;^.^;^.^;743
^998^;^04NotaCredito^;4000010;^.^;^.^;744
^998^;^04NotaDebito^;4000002;^.^;^.^;745
^998^;^04Diario^;4000028;^.^;^.^;746
^998^;^05Diario^;5000001;^^;^.^;747
^998^;^05Egresos^;5000001;^^;^.^;748
^998^;^05Ingresos^;5000001;^^;^.^;749
^998^;^05NotaDebito^;5000001;^^;^.^;750
^998^;^05NotaCredito^;5000001;^^;^.^;751
^998^;^05Diario^;5000001;^.^;^.^;752
^998^;^05Egresos^;5000001;^.^;^.^;753
^998^;^05Ingresos^;5000001;^.^;^.^;754
^998^;^05NotaCredito^;5000001;^.^;^.^;755
^998^;^05NotaDebito^;5000001;^.^;^.^;756
^998^;^06Diario^;6000001;^^;^.^;757
^998^;^06Egresos^;6000001;^^;^.^;758
^998^;^06Ingresos^;6000001;^^;^.^;759
^998^;^06NotaDebito^;6000001;^^;^.^;760
^998^;^06NotaCredito^;6000001;^^;^.^;761
^998^;^06Egresos^;6000001;^.^;^.^;762
^998^;^06Ingresos^;6000001;^.^;^.^;763
^998^;^06NotaCredito^;6000001;^.^;^.^;764
^998^;^06NotaDebito^;6000001;^.^;^.^;765
^998^;^06Diario^;6000026;^.^;^.^;766
^998^;^07Diario^;7000001;^^;^.^;767
^998^;^07Egresos^;7000001;^^;^.^;768
^998^;^07Ingresos^;7000001;^^;^.^;769
^998^;^07NotaDebito^;7000001;^^;^.^;770
^998^;^07NotaCredito^;7000001;^^;^.^;771
^998^;^07Egresos^;7000001;^.^;^.^;772
^998^;^07Ingresos^;7000001;^.^;^.^;773
^998^;^07NotaCredito^;7000001;^.^;^.^;774
^998^;^07NotaDebito^;7000001;^.^;^.^;775
^998^;^07Diario^;7000008;^.^;^.^;776
^998^;^08Diario^;8000001;^^;^.^;777
^998^;^08Egresos^;8000001;^^;^.^;778
^998^;^08Ingresos^;8000001;^^;^.^;779
^998^;^08NotaDebito^;8000001;^^;^.^;780
^998^;^08NotaCredito^;8000001;^^;^.^;781
^998^;^08Diario^;8000001;^.^;^.^;782
^998^;^08NotaCredito^;8000001;^.^;^.^;783
^998^;^08NotaDebito^;8000001;^.^;^.^;784
^998^;^08Egresos^;8000003;^.^;^.^;785
^998^;^08Ingresos^;8000005;^.^;^.^;786
^998^;^09Diario^;9000001;^^;^.^;787
^998^;^09Egresos^;9000001;^^;^.^;788
^998^;^09Ingresos^;9000001;^^;^.^;789
^998^;^09NotaDebito^;9000001;^^;^.^;790
^998^;^09NotaCredito^;9000001;^^;^.^;791
^998^;^09Egresos^;9000001;^.^;^.^;792
^998^;^09Ingresos^;9000001;^.^;^.^;793
^998^;^09NotaCredito^;9000001;^.^;^.^;794
^998^;^09NotaDebito^;9000001;^.^;^.^;795
^998^;^09Diario^;9000006;^.^;^.^;796
^998^;^10Diario^;10000001;^^;^.^;797
^998^;^10Egresos^;10000001;^^;^.^;798
^998^;^10Ingresos^;10000001;^^;^.^;799
^998^;^10NotaDebito^;10000001;^^;^.^;800
^998^;^10NotaCredito^;10000001;^^;^.^;801
^998^;^10NotaCredito^;10000001;^.^;^.^;802
^998^;^10NotaDebito^;10000001;^.^;^.^;803
^998^;^10Egresos^;10000002;^.^;^.^;804
^998^;^10Ingresos^;10000013;^.^;^.^;805
^998^;^11Diario^;11000001;^^;^.^;806
^998^;^11Egresos^;11000001;^^;^.^;807
^998^;^11Ingresos^;11000001;^^;^.^;808
^998^;^11NotaDebito^;11000001;^^;^.^;809
^998^;^11NotaCredito^;11000001;^^;^.^;810
^998^;^11Egresos^;11000001;^.^;^.^;811
^998^;^11Ingresos^;11000001;^.^;^.^;812
^998^;^11NotaCredito^;11000001;^.^;^.^;813
^998^;^11NotaDebito^;11000001;^.^;^.^;814
^998^;^11Diario^;11000018;^.^;^.^;815
^998^;^12Diario^;12000001;^^;^.^;816
^998^;^12Egresos^;12000001;^^;^.^;817
^998^;^12Ingresos^;12000001;^^;^.^;818
^998^;^12NotaDebito^;12000001;^^;^.^;819
^998^;^12NotaCredito^;12000001;^^;^.^;820
^998^;^12Egresos^;12000001;^.^;^.^;821
^998^;^12Ingresos^;12000001;^.^;^.^;822
^998^;^12NotaCredito^;12000001;^.^;^.^;823
^998^;^12NotaDebito^;12000001;^.^;^.^;824
^999^;^Articulos^;1;^.^;^.^;825
^999^;^Asiento^;1;^.^;^.^;826
^999^;^Beneficiario^;1;^.^;^.^;827
^999^;^Beneficiarios^;1;^.^;^.^;828
^999^;^Caja Chica^;1;^.^;^.^;829
^999^;^Clientes^;1;^.^;^.^;830
^999^;^Diario^;1;^.^;^.^;831
^999^;^Diario Caja^;1;^.^;^.^;832
^999^;^Egresos^;1;^.^;^.^;833
^999^;^Empresas^;1;^.^;^.^;834
^999^;^Envio_Benef^;1;^.^;^.^;835
^999^;^Envio_Remit^;1;^.^;^.^;836
^999^;^Envios^;1;^.^;^.^;837
^999^;^Factura_No^;1;^.^;^.^;838
^999^;^Facturas^;1;^.^;^.^;839
^999^;^FamiFactura^;1;^.^;^.^;840
^999^;^FMG^;1;^.^;^.^;841
^999^;^Ingreso Caja^;1;^.^;^.^;842
^999^;^Ingresos^;1;^.^;^.^;843
^999^;^Kardex^;1;^.^;^.^;844
^999^;^Manifiesto^;1;^.^;^.^;845
^999^;^No_FacturasImp^;1;^.^;^.^;846
^999^;^Nota Ventas^;1;^.^;^.^;847
^999^;^Nota_No^;1;^.^;^.^;848
^999^;^Numero Cuenta^;1;^.^;^.^;849
^999^;^OrientacionFact^;1;^.^;^.^;850
^999^;^Polizas^;1;^.^;^.^;851
^999^;^PorCodigo^;1;^.^;^.^;852
^999^;^Prestamos^;1;^.^;^.^;853
^999^;^Recibo_Egreso^;1;^.^;^.^;854
^999^;^Recibo_Ingreso^;1;^.^;^.^;855
^999^;^Recibo_No^;1;^.^;^.^;856
^999^;^Remitente^;1;^.^;^.^;857
^999^;^Retencion^;1;^.^;^.^;858
^999^;^Sitios^;1;^.^;^.^;859
^999^;^Solicitud_No^;1;^.^;^.^;860
^999^;^Sub Cuenta^;1;^.^;^.^;861
^999^;^SubCtas^;1;^.^;^.^;862
^999^;^Usuarios^;1;^.^;^.^;863
^999^;^Vendedor^;1;^.^;^.^;864
^999^;^GR_SERIE_001003^;1002;^.^;^.^;865
^999^;^01Diario^;1000001;^.^;^.^;866
^999^;^01Egresos^;1000001;^.^;^.^;867
^999^;^01Ingresos^;1000001;^.^;^.^;868
^999^;^01NotaCredito^;1000001;^.^;^.^;869
^999^;^01NotaDebito^;1000001;^.^;^.^;870
^999^;^02Diario^;2000001;^.^;^.^;871
^999^;^02Egresos^;2000001;^.^;^.^;872
^999^;^02Ingresos^;2000001;^.^;^.^;873
^999^;^02NotaCredito^;2000001;^.^;^.^;874
^999^;^02NotaDebito^;2000001;^.^;^.^;875
^999^;^03Diario^;3000001;^.^;^.^;876
^999^;^03Egresos^;3000001;^.^;^.^;877
^999^;^03Ingresos^;3000001;^.^;^.^;878
^999^;^03NotaCredito^;3000001;^.^;^.^;879
^999^;^03NotaDebito^;3000001;^.^;^.^;880
^999^;^04Diario^;4000001;^.^;^.^;881
^999^;^04Egresos^;4000001;^.^;^.^;882
^999^;^04Ingresos^;4000001;^.^;^.^;883
^999^;^04NotaCredito^;4000001;^.^;^.^;884
^999^;^04NotaDebito^;4000001;^.^;^.^;885
^999^;^05Diario^;5000001;^.^;^.^;886
^999^;^05Egresos^;5000001;^.^;^.^;887
^999^;^05Ingresos^;5000001;^.^;^.^;888
^999^;^05NotaCredito^;5000001;^.^;^.^;889
^999^;^05NotaDebito^;5000001;^.^;^.^;890
^999^;^06Diario^;6000001;^.^;^.^;891
^999^;^06Egresos^;6000001;^.^;^.^;892
^999^;^06Ingresos^;6000001;^.^;^.^;893
^999^;^06NotaCredito^;6000001;^.^;^.^;894
^999^;^06NotaDebito^;6000001;^.^;^.^;895
^999^;^07Diario^;7000001;^.^;^.^;896
^999^;^07Egresos^;7000001;^.^;^.^;897
^999^;^07Ingresos^;7000001;^.^;^.^;898
^999^;^07NotaCredito^;7000001;^.^;^.^;899
^999^;^07NotaDebito^;7000001;^.^;^.^;900
^999^;^08Diario^;8000001;^.^;^.^;901
^999^;^08Egresos^;8000001;^.^;^.^;902
^999^;^08Ingresos^;8000001;^.^;^.^;903
^999^;^08NotaCredito^;8000001;^.^;^.^;904
^999^;^08NotaDebito^;8000001;^.^;^.^;905
^999^;^09Diario^;9000001;^.^;^.^;906
^999^;^09Egresos^;9000001;^.^;^.^;907
^999^;^09Ingresos^;9000001;^.^;^.^;908
^999^;^09NotaCredito^;9000001;^.^;^.^;909
^999^;^09NotaDebito^;9000001;^.^;^.^;910
^999^;^10Diario^;10000001;^.^;^.^;911
^999^;^10Egresos^;10000001;^.^;^.^;912
^999^;^10Ingresos^;10000001;^.^;^.^;913
^999^;^10NotaCredito^;10000001;^.^;^.^;914
^999^;^10NotaDebito^;10000001;^.^;^.^;915
^999^;^11Diario^;11000001;^.^;^.^;916
^999^;^11Egresos^;11000001;^.^;^.^;917
^999^;^11Ingresos^;11000001;^.^;^.^;918
^999^;^11NotaCredito^;11000001;^.^;^.^;919
^999^;^11NotaDebito^;11000001;^.^;^.^;920
^999^;^12Diario^;12000001;^.^;^.^;921
^999^;^12Egresos^;12000001;^.^;^.^;922
^999^;^12Ingresos^;12000001;^.^;^.^;923
^999^;^12NotaCredito^;12000001;^.^;^.^;924
^999^;^12NotaDebito^;12000001;^.^;^.^;925
