Item;Formulario;Pos;Codigo;Valor;Formula;Detalle;PosX;PosY;X;ID
^000^;^101^;39;^368^;^.^;^.^;^TOTAL ACTIVO FIJO INTANGIBLE^;10.1;18.5;^.^;223
^000^;^103^;37;^369^;^.^;^.^;^IMPUESTO 319^;22.0;9.6999998;^.^;224
^000^;^101^;40;^369^;^.^;^.^;^TOTAL ACTIVO FIJO^;10.1;18.9;^.^;225
^000^;^102^;47;^369^;^.^;^.^;^TOTAL COSTO DE VENTAS CONSIDERAR DEL CAMPO 351 AL 363^;22.0;8.6000004;^.^;226
^000^;^101^;41;^371^;^.^;^.^;^GASTOS DE ORGANIZACION Y CONSTITUCION^;10.1;20.1;^X^;227
^000^;^103^;38;^371^;^.^;^.^;^IMPUESTO 321^;22.0;10.1;^.^;228
^000^;^101^;41;^371^;^.^;^.^;^GASTOS DE ORGANIZACIÓN Y CONSTITUCION^;10.1;20.1;^.^;229
^000^;^102^;48;^371^;^.^;^.^;^GASTOS ADMINISTRATIVOS^;22.0;9.3999996;^.^;230
^000^;^101^;41;^371^;^.^;^.^;^GASTOS DE ORGANIZACIËN Y CONSTITUCION^;10.1;20.1;^X^;231
^000^;^102^;49;^372^;^.^;^.^;^GASTOS DE VENTAS^;22.0;9.8000002;^.^;232
^000^;^101^;42;^373^;^.^;^.^;^GASTOS DE INVESTIGACION EXPLORACION Y OTROS^;10.1;20.5;^X^;233
^000^;^103^;39;^373^;^.^;^.^;^IMPUESTO 323^;22.0;10.5;^.^;234
^000^;^101^;42;^373^;^.^;^.^;^GASTOS DE INVESTIGACION EXPLORACIÓN Y OTROS^;10.1;20.5;^.^;235
^000^;^102^;50;^373^;^.^;^.^;^GASTOS FINANCIEROS^;22.0;10.3;^.^;236
^000^;^101^;42;^373^;^.^;^.^;^GASTOS DE INVESTIGACION EXPLORACIËN Y OTROS^;10.1;20.5;^X^;237
^000^;^102^;51;^374^;^.^;^.^;^OTROS GASTOS^;22.0;10.7;^.^;238
^000^;^103^;40;^375^;^.^;^.^;^IMPUESTO 325^;22.0;10.9;^.^;239
^000^;^101^;43;^375^;^.^;^.^;^SALDO DEUDOR DE DIFERENCIAL CAMBIARIO^;10.1;20.9;^.^;240
^000^;^102^;52;^375^;^.^;^.^;^TOTAL GASTOS DE ADMINISTRACION Y VENTAS SUMAR DEL 371 AL 374^;22.0;11.1;^.^;241
^000^;^102^;53;^376^;^.^;^.^;^PERDIDA EN VENTAS DE ACTIVOS^;22.0;11.9;^.^;242
^000^;^103^;41;^377^;^.^;^.^;^IMPUESTO 327^;22.0;11.4;^.^;243
^000^;^101^;44;^377^;^.^;^.^;^OTROS ACTIVOS DIFERIDOS^;10.1;21.299999;^.^;244
^000^;^102^;54;^377^;^.^;^.^;^OTROS GASTOS NO OPERACIONALES^;22.0;12.4;^.^;245
^000^;^101^;45;^378^;^.^;^.^;^[] AMORTIZACION ACUMULADA^;10.1;21.700001;^X^;246
^000^;^101^;45;^378^;^.^;^.^;^() AMORTIZACIÓN ACUMULADA^;10.1;21.700001;^.^;247
^000^;^102^;55;^378^;^.^;^.^;^TOTAL GASTOS NO OPERACIONALES SUMAR DEL 376 AL 377^;22.0;12.8;^.^;248
^000^;^101^;45;^378^;^.^;^.^;^[] AMORTIZACIÓN ACUMULADA^;10.1;21.700001;^X^;249
^000^;^101^;45;^378^;^.^;^.^;^[] AMORTIZACIÓN ACUMULADA^;10.1;21.700001;^X^;250
^000^;^101^;45;^378^;^.^;^.^;^[] AMORTIZACIËN ACUMULADA^;10.1;21.700001;^X^;251
^000^;^103^;42;^379^;^.^;^.^;^IMPUESTO 329^;22.0;11.8;^.^;252
^000^;^101^;46;^379^;^.^;^.^;^TOTAL ACTIVO DIFERIDO^;10.1;22.1;^.^;253
^000^;^102^;56;^379^;^.^;^.^;^TOTAL COSTOS Y GASTOS^;22.0;13.2;^.^;254
^000^;^103^;43;^381^;^.^;^.^;^IMPUESTO 331^;22.0;12.2;^.^;255
^000^;^101^;47;^381^;^.^;^.^;^CUENTAS Y DOC. POR COBRAR A LARGO PLAZO CLIENTES RELACIONADOS^;10.1;22.9;^.^;256
^000^;^102^;57;^381^;^.^;^.^;^UTILIDAD NETA EJERCICIO^;22.0;14.5;^.^;257
^000^;^101^;48;^382^;^.^;^.^;^CUENTAS Y DOC. POR COBRAR A LARGO PLAZO CLIENTES NO RELACIONADOS^;10.1;23.299999;^.^;258
^000^;^102^;58;^382^;^.^;^.^;^PERDIDA EJERCICIO^;22.0;14.9;^.^;259
^000^;^103^;44;^383^;^.^;^.^;^IMPUESTO 333^;22.0;12.6;^.^;260
^000^;^102^;59;^383^;^.^;^.^;^[] 15% PARTICIPACION TRABAJADORES^;22.0;15.4;^X^;261
^000^;^101^;49;^383^;^.^;^.^;^CUENTAS Y DOC. POR COBRAR A LARGO PLAZO OTRAS^;10.1;23.700001;^.^;262
^000^;^102^;59;^383^;^.^;^.^;^() 15% PARTICIPACION TRABAJADORES^;22.0;15.4;^.^;263
^000^;^102^;60;^384^;^.^;^.^;^()100% DIVIDENDOS PERCIBIDOS EN EFECTIVO EXENTOS^;22.0;15.9;^.^;264
^000^;^102^;60;^384^;^.^;^.^;^[]100% DIVIDENDOS PERCIBIDOS EN EFECTIVO EXENTOS^;22.0;15.9;^X^;265
^000^;^102^;61;^385^;^.^;^.^;^()100% OTRAAS RENTAS EXENTAS Y NO GRAVADAS^;22.0;16.299999;^.^;266
^000^;^103^;45;^385^;^.^;^.^;^IMPUESTO 335^;22.0;13.1;^.^;267
^000^;^102^;61;^385^;^.^;^.^;^[]100% OTRAAS RENTAS EXENTAS Y NO GRAVADAS^;22.0;16.299999;^X^;268
^000^;^101^;50;^385^;^.^;^.^;^[] PROVISION CUENTAS INCOBRABLES^;10.1;24.1;^X^;269
^000^;^101^;50;^385^;^.^;^.^;^() PROVISIÓN CUENTAS INCOBRABLES^;10.1;24.1;^.^;270
^000^;^101^;50;^385^;^.^;^.^;^[] PROVISIÓN CUENTAS INCOBRABLES^;10.1;24.1;^X^;271
^000^;^101^;50;^385^;^.^;^.^;^[] PROVISIÓN CUENTAS INCOBRABLES^;10.1;24.1;^X^;272
^000^;^101^;50;^385^;^.^;^.^;^[] PROVISIËN CUENTAS INCOBRABLES^;10.1;24.1;^X^;273
^000^;^102^;62;^386^;^.^;^.^;^EN EL PAIS^;22.0;16.700001;^.^;274
^000^;^102^;63;^387^;^.^;^.^;^EN EL EXTERIOR^;22.0;17.200001;^.^;275
^000^;^103^;46;^387^;^.^;^.^;^IMPUESTO 337^;22.0;13.5;^.^;276
^000^;^101^;51;^387^;^.^;^.^;^INVERSIONES A LARGO PLAZO SOCIEDADES RELACIONADAS^;10.1;24.5;^.^;277
^000^;^102^;64;^388^;^.^;^.^;^(+) GASTOS INCURRIDOS PARA GENERAR INGRESOS EXENTOS^;22.0;17.6;^.^;278
^000^;^102^;64;^388^;^.^;^.^;^[+] GASTOS INCURRIDOS PARA GENERAR INGRESOS EXENTOS^;22.0;17.6;^X^;279
^000^;^102^;65;^389^;^.^;^.^;^A DIVIDENDOS PERCIBIDOS DE OTRAS SOC^;22.0;18.0;^.^;280
^000^;^103^;47;^389^;^.^;^.^;^IMPUESTO 339^;22.0;13.9;^.^;281
^000^;^101^;52;^389^;^.^;^.^;^INVERSIONES A LARGO PLAZO OTRAS^;10.1;24.9;^.^;282
^000^;^102^;66;^390^;^.^;^.^;^A OTRAS RENTAS EXENTAS^;22.0;18.4;^.^;283
^000^;^102^;67;^391^;^.^;^.^;^() AMORTIZACION DE PERDIDAS TRIBUTARIAS AÑOS ANTERIORES^;22.0;18.799999;^.^;284
^000^;^102^;67;^391^;^.^;^.^;^[] AMORTIZACION DE PERDIDAS TRIBUTARIAS ANOS ANTERIORES^;22.0;18.799999;^X^;285
^000^;^102^;67;^391^;^.^;^.^;^[] AMORTIZACION DE PERDIDAS TRIBUTARIAS AÑOS ANTERIORES^;22.0;18.799999;^X^;286
^000^;^102^;67;^391^;^.^;^.^;^[] AMORTIZACION DE PERDIDAS TRIBUTARIAS AÑOS ANTERIORES^;22.0;18.799999;^X^;287
^000^;^102^;67;^391^;^.^;^.^;^[] AMORTIZACION DE PERDIDAS TRIBUTARIAS AÐOS ANTERIORES^;22.0;18.799999;^X^;288
^000^;^102^;68;^392^;^.^;^.^;^() OTRAS DEDUCCIONES^;22.0;19.200001;^.^;289
^000^;^102^;68;^392^;^.^;^.^;^[] OTRAS DEDUCCIONES^;22.0;19.200001;^X^;290
^000^;^101^;53;^393^;^.^;^.^;^OTROS GASTOS ANTICIPADOS LARGO PLAZO^;10.1;25.299999;^.^;291
^000^;^101^;54;^394^;^.^;^.^;^OTROS ACTIVOS^;10.1;25.700001;^.^;292
^000^;^101^;55;^397^;^.^;^.^;^TOTAL ACTIVOS LARGO PLAZO^;10.1;26.1;^.^;293
^000^;^101^;56;^398^;^.^;^.^;^ACTIVOS CONTINGENTES^;10.1;26.5;^.^;294
^000^;^102^;69;^399^;^.^;^.^;^= UTILIDAD GRAVABLE^;22.0;19.700001;^.^;295
^000^;^103^;48;^399^;^.^;^.^;^SUBTOTAL SUMAR 351 AL 389^;22.0;14.3;^.^;296
^000^;^104^;16;^399^;^.^;^.^;^[=]SALDO CREDITO TRIBUTARIO A APLICARSE EN ESTE MES^;10.4;8.3199997;^X^;297
^000^;^101^;57;^399^;^.^;^.^;^TOTAL DEL ACTIVO^;10.1;26.9;^.^;298
^000^;^104^;16;^399^;^.^;^.^;^(=)SALDO CREDITO TRIBUTARIO A APLICARSE EN ESTE MES^;10.4;8.3199997;^.^;299
^000^;^103^;49;^401^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION CODIGO PAIS^;11.0;15.6;^.^;300
^000^;^103^;50;^403^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION CODIGO PAIS^;11.0;16.0;^.^;301
^000^;^103^;51;^405^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIÓN CODIGO PAIS^;11.0;16.4;^.^;302
^000^;^103^;51;^405^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION CODIGO PAIS^;11.0;16.4;^X^;303
^000^;^103^;51;^405^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIËN CODIGO PAIS^;11.0;16.4;^X^;304
^000^;^102^;70;^411^;^.^;^.^;^ACTIVIDADES EMPRESARIALES CON REGISTROS DE INGRESOS Y EGRESOS^;14.0;20.6;^.^;305
^000^;^103^;52;^411^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 401 BASE IMPONIBLE^;16.5;15.6;^.^;306
^000^;^101^;58;^411^;^.^;^.^;^CUENTAS Y DOCUMENTOS POR PAGAR POR PROVEEDORES LOCALES^;10.1;28.299999;^.^;307
^000^;^103^;53;^413^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIÓN 403 BASE IMPONIBLE^;16.5;16.0;^.^;308
^000^;^103^;53;^413^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 403 BASE IMPONIBLE^;16.5;16.0;^X^;309
^000^;^101^;59;^413^;^.^;^.^;^CUENTAS Y DOCUMENTOS POR PAGAR POR PROVEEDORES DEL EXTERIOR^;10.1;28.700001;^.^;310
^000^;^103^;53;^413^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIËN 403 BASE IMPONIBLE^;16.5;16.0;^X^;311
^000^;^103^;54;^415^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 405 BASE IMPONIBLE^;16.5;16.4;^.^;312
^000^;^101^;60;^415^;^.^;^.^;^OBLIGACIONES CON INSTITUCIONES FINANCIERAS LOCALES^;10.1;29.1;^.^;313
^000^;^103^;55;^417^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACIÓN BASE IMPONIBLE^;16.5;16.799999;^.^;314
^000^;^103^;55;^417^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACION BASE IMPONIBLE^;16.5;16.799999;^X^;315
^000^;^101^;61;^417^;^.^;^.^;^OBLIGACIONES CON INSTITUCIONES FINANCIERAS DEL EXTERIOR^;10.1;29.5;^.^;316
^000^;^103^;55;^417^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACIËN BASE IMPONIBLE^;16.5;16.799999;^X^;317
^000^;^103^;56;^419^;^.^;^.^;^ARRENDAMIENTO MERCANTIL INTERNACIONAL PAGO DE INTERESES BASE IMPONIBLE^;16.5;17.299999;^.^;318
^000^;^101^;62;^419^;^.^;^.^;^PRESTAMOS DE ACCIONISTAS LOCALES^;10.1;29.9;^.^;319
^000^;^102^;71;^421^;^.^;^.^;^NINGUNO^;18.1;20.6;^.^;320
^000^;^103^;57;^421^;^.^;^.^;^ARRENDAMIENTO MERCANTIL INTERNACIONAL CUANDO NO SE EJERCE LA OPCION DE COMPRA BASE IMPONIBLE^;16.5;17.700001;^.^;321
^000^;^101^;63;^421^;^.^;^.^;^PRESTAMOS DE ACCIONISTAS DEL ESTERIOR^;10.1;30.299999;^.^;322
^000^;^101^;64;^423^;^.^;^.^;^OBLIGACIONES CON LA ADM. TRIBUTARIA^;10.1;30.700001;^.^;323
^000^;^101^;65;^425^;^.^;^.^;^OBLIGACIONES EL IESS^;10.1;31.1;^.^;324
^000^;^101^;66;^427^;^.^;^.^;^OBLIGACIONES CON EMPLEADOS^;10.1;31.5;^.^;325
^000^;^101^;67;^428^;^.^;^.^;^TRANSFERENCIA CASA MATRIZ Y SUCURSALES^;10.1;31.9;^.^;326
^000^;^101^;68;^429^;^.^;^.^;^PROVISIONES A CORTO PLAZO^;10.1;32.299999;^.^;327
^000^;^101^;69;^431^;^.^;^.^;^OTROS PASIVOS A CORTO PLAZO^;10.1;32.700001;^.^;328
^000^;^101^;70;^439^;^.^;^.^;^TOTAL PASIVO CORRIENTE^;10.1;33.099998;^.^;329
^000^;^101^;71;^441^;^.^;^.^;^CUENTAS Y DOCUMENTOS POR PAGAR PROVEEDORES LOCALES^;10.1;33.900002;^.^;330
^000^;^101^;72;^443^;^.^;^.^;^CUENTAS Y DOCUMENTOS POR PAGAR PROVEEDORES DEL EXTERIOR^;10.1;34.299999;^.^;331
^000^;^101^;73;^445^;^.^;^.^;^OBLIGACIONES CON INSTITUCIONES FINANCIERAS LOCALES^;10.1;34.700001;^.^;332
^000^;^101^;74;^447^;^.^;^.^;^OBLIGACIONES CON INSTITUCIONES FINANCIERAS DEL EXTERIOR^;10.1;35.099998;^.^;333
^000^;^101^;75;^449^;^.^;^.^;^PRESTAMOS ACCIONISTAS LOCALES^;10.1;35.5;^.^;334
^000^;^103^;58;^451^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIÓN 401 IMPUESTO^;22.0;15.6;^.^;335
^000^;^103^;58;^451^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 401 IMPUESTO^;22.0;15.6;^X^;336
^000^;^101^;76;^451^;^.^;^.^;^PRESTAMOS ACCIONISTAS DEL EXTERIOR^;10.1;35.900002;^.^;337
^000^;^103^;58;^451^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIËN 401 IMPUESTO^;22.0;15.6;^X^;338
^000^;^101^;77;^452^;^.^;^.^;^TRANSFERENCIA CASA MATRIZ Y SUCURSALES^;10.1;36.299999;^.^;339
^000^;^103^;59;^453^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIÓN 403 IMPUESTO^;22.0;16.0;^.^;340
^000^;^103^;59;^453^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 403 IMPUESTO^;22.0;16.0;^X^;341
^000^;^101^;78;^453^;^.^;^.^;^HIPOTECAS POR PAGAR^;10.1;36.700001;^.^;342
^000^;^103^;59;^453^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIËN 403 IMPUESTO^;22.0;16.0;^X^;343
^000^;^103^;60;^455^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIÓN 405 IMPUESTO^;22.0;16.4;^.^;344
^000^;^103^;60;^455^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACION 405 IMPUESTO^;22.0;16.4;^X^;345
^000^;^101^;79;^455^;^.^;^.^;^OBLIGACIONES EMITIDAS^;10.1;37.099998;^.^;346
^000^;^103^;60;^455^;^.^;^.^;^CON CONVENIO DE DOBLE TRIBUTACIËN 405 IMPUESTO^;22.0;16.4;^X^;347
^000^;^103^;61;^457^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACIÓN IMPUESTO^;22.0;16.799999;^.^;348
^000^;^101^;80;^457^;^.^;^.^;^PROVISIONES PARA JUBILACION PATRONAL^;10.1;37.5;^X^;349
^000^;^103^;61;^457^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACION IMPUESTO^;22.0;16.799999;^X^;350
^000^;^101^;80;^457^;^.^;^.^;^PROVISIONES PARA JUBILACIÓN PATRONAL^;10.1;37.5;^.^;351
^000^;^101^;80;^457^;^.^;^.^;^PROVISIONES PARA JUBILACIËN PATRONAL^;10.1;37.5;^X^;352
^000^;^103^;61;^457^;^.^;^.^;^SIN CONVENIO DE DOBLE TRIBUTACIËN IMPUESTO^;22.0;16.799999;^X^;353
^000^;^103^;62;^459^;^.^;^.^;^419 IMPUESTO^;22.0;17.299999;^.^;354
^000^;^101^;81;^459^;^.^;^.^;^OTRAS PROVISIONES^;10.1;37.900002;^.^;355
^000^;^103^;63;^461^;^.^;^.^;^IMPUESTO 421^;22.0;17.700001;^.^;356
^000^;^101^;82;^461^;^.^;^.^;^OTROS PASIVOS A LARGO PLAZO^;10.1;38.299999;^.^;357
^000^;^101^;83;^469^;^.^;^.^;^TOTAL PASIVO A LARGO PLAZO^;10.1;38.700001;^.^;358
^000^;^101^;84;^471^;^.^;^.^;^ANTICIPO CLIENTES^;10.1;39.5;^.^;359
^000^;^101^;85;^473^;^.^;^.^;^OTROS PASIVOS DIFERIDOS^;10.1;39.900002;^.^;360
^000^;^101^;86;^479^;^.^;^.^;^TOTAL PASIVO DIFERIDO^;10.1;40.299999;^.^;361
^000^;^101^;87;^481^;^.^;^.^;^INGRESOS ANTICIPADOS^;10.1;41.099998;^.^;362
^000^;^101^;88;^483^;^.^;^.^;^OTROS PASIVOS^;10.1;41.5;^.^;363
^000^;^101^;89;^489^;^.^;^.^;^TOTAL OTROS PASIVOS^;10.1;41.900002;^.^;364
^000^;^103^;64;^498^;^.^;^.^;^SUMA 451 AL 461^;22.0;18.1;^.^;365
^000^;^101^;90;^498^;^.^;^.^;^PASIVOS CONTINGENTES^;10.1;42.299999;^.^;366
^000^;^102^;72;^499^;^.^;^.^;^NINGUNO^;22.0;20.6;^.^;367
^000^;^101^;91;^499^;^.^;^.^;^TOTAL DEL PASIVO^;10.1;42.700001;^.^;368
^000^;^103^;65;^499^;^.^;^.^;^TOTAL RETENCIONES SUMA 399+498^;22.0;19.0;^.^;369
^000^;^102^;73;^501^;^.^;^.^;^PREDIOS AGRICOLAS^;10.0;21.9;^.^;370
^000^;^104^;17;^501^;^.^;^.^;^VENTAS NETAS GRAVADAS CON TARIFA 12% [EXCLUYE ACTIVOS FIJOS Y OTROS]^;15.4;9.2299995;^X^;371
^000^;^101^;92;^501^;^.^;^.^;^CAPITAL SUSCRITO O ASIGNADO^;10.1;43.5;^.^;372
^000^;^104^;17;^501^;^.^;^.^;^VENTAS NETAS GRAVADAS CON TARIFA 12% (EXCLUYE ACTIVOS FIJOS Y OTROS)^;15.4;9.2299995;^.^;373
^000^;^102^;74;^502^;^.^;^.^;^ARRIENDO DE INMUEBLES^;10.0;22.299999;^.^;374
^000^;^102^;75;^503^;^.^;^.^;^ARRIENDO DE OTROS ACTIVOS^;10.0;22.700001;^.^;375
^000^;^101^;93;^503^;^.^;^.^;^[] CAPITAL SUSCRITO NO PAGADO ACCIONES EN TESORERIA^;10.1;43.900002;^X^;376
^000^;^101^;93;^503^;^.^;^.^;^() CAPITAL SUSCRITO NO PAGADO ACCIONES EN TESORERÍA^;10.1;43.900002;^.^;377
^000^;^104^;18;^503^;^.^;^.^;^VENTAS DE ACTIVOS FIJOS GRAVADOS CON TARIFA 12%^;15.4;9.6300001;^.^;378
^000^;^101^;93;^503^;^.^;^.^;^[] CAPITAL SUSCRITO NO PAGADO ACCIONES EN TESORERÍA^;10.1;43.900002;^X^;379
^000^;^101^;93;^503^;^.^;^.^;^[] CAPITAL SUSCRITO NO PAGADO ACCIONES EN TESORERÍA^;10.1;43.900002;^X^;380
^000^;^101^;93;^503^;^.^;^.^;^[] CAPITAL SUSCRITO NO PAGADO ACCIONES EN TESORER-A^;10.1;43.900002;^X^;381
^000^;^101^;94;^505^;^.^;^.^;^APORTES DE SOCIOS O ACCIONISTAS PARA FUTURA CAPITALIZACION^;10.1;44.299999;^.^;382
^000^;^104^;19;^505^;^.^;^.^;^OTROS CON TARIFA 12%^;15.4;10.03;^.^;383
^000^;^104^;20;^507^;^.^;^.^;^[] DEVOLUCION EN VENTAS MEDIANTE NOTAS DE CREDITO EMITIDAS CON IVA TARIFA 10% Y 14 %^;15.4;10.43;^X^;384
^000^;^101^;95;^507^;^.^;^.^;^RESERVA LEGAL^;10.1;44.700001;^.^;385
^000^;^104^;20;^507^;^.^;^.^;^() DEVOLUCION EN VENTAS MEDIANTE NOTAS DE CREDITO EMITIDAS CON IVA TARIFA 10% Y 14 %^;15.4;10.43;^.^;386
^000^;^101^;96;^508^;^.^;^.^;^RESERVA FACULTATIVA Y ESTETUTARIA^;10.1;45.099998;^.^;387
^000^;^101^;97;^509^;^.^;^.^;^RESERVA DE CAPITAL^;10.1;45.5;^.^;388
^000^;^104^;21;^509^;^.^;^.^;^VENTAS NETAS GRAVADAS CON TARIFA CERO^;15.4;10.83;^.^;389
^000^;^104^;22;^511^;^.^;^.^;^VENTAS DE ACTIVOS FIJOS GRAVADAS CON TARIFA CERO^;15.4;11.23;^.^;390
^000^;^102^;76;^512^;^.^;^.^;^NINGUNO^;14.0;22.299999;^.^;391
^000^;^101^;98;^512^;^.^;^.^;^RESERVA POR VALUACION DONACIONES Y OTRAS^;10.1;45.900002;^.^;392
^000^;^102^;77;^513^;^.^;^.^;^NINGUNO^;14.0;22.700001;^.^;393
^000^;^101^;99;^513^;^.^;^.^;^UTILIDAD NO DISTRIBUIDA EJERCICIOS ANTERIORES^;10.1;46.299999;^.^;394
^000^;^104^;23;^513^;^.^;^.^;^EXPORTACIONES DE BIENES^;15.4;11.73;^.^;395
^000^;^101^;100;^515^;^.^;^.^;^[] PERDIDA ACUMULADA DE EJERCICIOS ANTERIORES^;10.1;46.700001;^X^;396
^000^;^101^;100;^515^;^.^;^.^;^() PÉRDIDA ACUMULADA DE EJERCICIOS ANTERIORES^;10.1;46.700001;^.^;397
^000^;^104^;24;^515^;^.^;^.^;^EXPORTACIONES DE SERVICIOS^;15.4;12.13;^.^;398
^000^;^101^;100;^515^;^.^;^.^;^[] PÉRDIDA ACUMULADA DE EJERCICIOS ANTERIORES^;10.1;46.700001;^X^;399
^000^;^101^;100;^515^;^.^;^.^;^[] PÉRDIDA ACUMULADA DE EJERCICIOS ANTERIORES^;10.1;46.700001;^X^;400
^000^;^101^;100;^515^;^.^;^.^;^[] P+RDIDA ACUMULADA DE EJERCICIOS ANTERIORES^;10.1;46.700001;^X^;401
^000^;^101^;101;^517^;^.^;^.^;^UTILIDAD DEL EJERCICIO [Despues de participaciones e impuestos]^;10.1;47.099998;^X^;402
^000^;^101^;101;^517^;^.^;^.^;^UTILIDAD DEL EJERCICIO (Después de participaciones e impuestos)^;10.1;47.099998;^.^;403
^000^;^104^;25;^517^;^.^;^.^;^TOTAL VENTAS Y EXPORTACIONES^;15.4;12.53;^.^;404
^000^;^101^;101;^517^;^.^;^.^;^UTILIDAD DEL EJERCICIO [Después de participaciones e impuestos]^;10.1;47.099998;^X^;405
^000^;^101^;101;^517^;^.^;^.^;^UTILIDAD DEL EJERCICIO [Después de participaciones e impuestos]^;10.1;47.099998;^X^;406
^000^;^101^;101;^517^;^.^;^.^;^UTILIDAD DEL EJERCICIO [DespuÚs de participaciones e impuestos]^;10.1;47.099998;^X^;407
^000^;^101^;102;^519^;^.^;^.^;^[] PERIDIDA DEL EJERCICIO^;10.1;47.5;^X^;408
^000^;^101^;102;^519^;^.^;^.^;^() PÉRIDIDA DEL EJERCICIO^;10.1;47.5;^.^;409
^000^;^101^;102;^519^;^.^;^.^;^[] PÉRIDIDA DEL EJERCICIO^;10.1;47.5;^X^;410
^000^;^101^;102;^519^;^.^;^.^;^[] PÉRIDIDA DEL EJERCICIO^;10.1;47.5;^X^;411
^000^;^101^;102;^519^;^.^;^.^;^[] P+RIDIDA DEL EJERCICIO^;10.1;47.5;^X^;412
^000^;^102^;78;^522^;^.^;^.^;^NINGUNO^;17.9;22.299999;^.^;413
^000^;^102^;79;^523^;^.^;^.^;^NINGUNO^;17.9;22.700001;^.^;414
^000^;^102^;80;^531^;^.^;^.^;^NINGUNO^;22.0;21.9;^.^;415
^000^;^102^;81;^532^;^.^;^.^;^NINGUNO^;22.0;22.299999;^.^;416
^000^;^102^;82;^533^;^.^;^.^;^NINGUNO^;22.0;22.700001;^.^;417
^000^;^104^;26;^551^;^.^;^.^;^NINGUNO^;21.5;9.2299995;^.^;418
^000^;^104^;27;^553^;^.^;^.^;^NINGUNO^;21.5;9.6300001;^.^;419
^000^;^104^;28;^555^;^.^;^.^;^NINGUNO^;21.5;10.03;^.^;420
^000^;^104^;29;^557^;^.^;^.^;^NINGUNO^;21.5;10.43;^.^;421
^000^;^101^;103;^598^;^.^;^.^;^TOTAL PATRIMONIO NETO^;10.1;47.900002;^.^;422
^000^;^102^;83;^599^;^.^;^.^;^SUBTOTAL 531+532+533^;22.0;23.1;^.^;423
^000^;^101^;104;^599^;^.^;^.^;^TOTAL PASIVO Y PATRIMONIO 499+598^;10.1;48.299999;^.^;424
^000^;^104^;30;^599^;^.^;^.^;^TOTAL IMPUESTOS 551+553+555557^;21.5;13.03;^.^;425
^000^;^104^;31;^601^;^.^;^.^;^COMPRAS LOCALES NETAS DE BIENES GRAVADOS CON TARIFA 12% [EXCLUYE ACTIVOS FIJOS]^;15.4;13.83;^X^;426
^000^;^101^;105;^601^;^.^;^.^;^VENTAS NETAS LOCALES GRAVADAS CON TARIFA 12^;22.0;4.4000001;^.^;427
^000^;^104^;31;^601^;^.^;^.^;^COMPRAS LOCALES NETAS DE BIENES GRAVADOS CON TARIFA 12% (EXCLUYE ACTIVOS FIJOS)^;15.4;13.83;^.^;428
^000^;^101^;106;^602^;^.^;^.^;^VENTAS NETAS LOCALES GRAVADAS CON TARIFA 0^;22.0;4.8000002;^.^;429
^000^;^101^;107;^603^;^.^;^.^;^EXPORTACIONES NETAS^;22.0;5.1999998;^.^;430
^000^;^104^;32;^603^;^.^;^.^;^COMPRAS LOCALES DE SERVICIOS GRAVADOS CON TARIFA 12%^;15.4;14.23;^.^;431
^000^;^101^;108;^604^;^.^;^.^;^DIVIDENDOS PERCIBIDOS^;22.0;5.5999999;^.^;432
^000^;^101^;109;^605^;^.^;^.^;^OTRAS RENTAS EXCENTAS^;22.0;6.0;^.^;433
^000^;^104^;33;^605^;^.^;^.^;^COMPRAS LOCALES DE ACTIVOS FIJOS GRAVADOS CON TARIFA 12%^;15.4;14.73;^.^;434
^000^;^101^;110;^606^;^.^;^.^;^RENDIMIENTOS FINANCIEROS^;22.0;6.4000001;^.^;435
^000^;^101^;111;^607^;^.^;^.^;^OTRAS RENTAS^;22.0;6.8000002;^.^;436
^000^;^104^;34;^607^;^.^;^.^;^IMPORTACIONES GRAVADAS CON TARIFA 12% [EXCLUYE ACT. FIJOS]^;15.4;15.13;^X^;437
