Codigo;Concepto;Porcentaje;Ingresar_Porcentaje;Fecha_Inicio;Fecha_Final;T;Tipo_Pago;ID
^323B2^;^Por RF: depositos Cta Ahorros Persona Natural^;0.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;174
^323C^;^Por rendimientos financieros: depositos en cuentas exentas^;0.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;175
^323D^;^Por rendimientos financieros: compra cancelacion o redencion de mini bem´s y bem´s^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;176
^323E^;^Por RF: deposito a plazo^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;177
^323F^;^Por rendimientos financieros: operaciones de reporto – repos^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;178
^323G^;^Por RF: inversiones [captaciones]^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;179
^323H^;^Por RF: obligaciones^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;180
^323I^;^Por RF: bonos convertible en acciones^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;181
^323J^;^Por RF: bonos de organismos y gobiernos extranjeros^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;182
^323K^;^Por RF: entre IFIs^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;183
^325^;^Por loterias rifas apuestas y similares^;15.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;184
^327^;^Por venta de combustibles a comercializadoras^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;185
^328^;^Por venta de combustibles a distribuidores^;3.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;186
^332^;^Otras compras de bienes y servicios no sujetas a retencion^;0.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;187
^333^;^Convenio de Debito o Recaudacion^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;188
^334^;^Por compras con tarjeta de credito^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;189
^336^;^Reembolso de Gasto - Compra Intermediario^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;190
^337^;^Reembolso de Gasto - Compra de quien asume el gasto^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;191
^339^;^Pagos de Dividendos Anticipados^;25.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;192
^340^;^Otras retenciones aplicables el 1%^;1.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;193
^341^;^Otras retenciones aplicables el 2%^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;194
^342^;^Otras retenciones aplicables el 8%^;8.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;195
^343^;^Otras retenciones aplicables a la tarifa de impuesto a la renta prevista para sociedades^;22.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;196
^344^;^Otras retenciones aplicables a otros porcentajes^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;197
^345^;^Dividendos personas naturales residents^;10.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;198
^346^;^Dividendos sociedades en paraisos fiscales^;35.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;199
^347^;^Dividendos anticipados^;22.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;200
^348^;^Compra local de banano a productor^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;201
^349^;^Impuesto a la actividad bananera productor-exportador^;2.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;202
^407^;^Conv. Doble Tributacion^;0.0;^N^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;203
^500^;^Pago al exterior - Rentas Inmobiliarias^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;204
^501^;^Pago al exterior - Beneficios Empresariales^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;205
^502^;^Pago al exterior - Servicios Empresariales^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;206
^503^;^Pago al exterior - Navegacion Maritima y/o aerea^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;207
^504^;^Pago al exterior – Dividendos^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;208
^505^;^Pago al exterior – Intereses^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;209
^506^;^Pago al exterior - Intereses por Finaciamiento de proveedores externos^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;210
^507^;^Pago al exterior - Intereses de creditos externos^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;211
^508^;^Pago al exterior - Creditos de IFIs organismos y gobierno a gobierno^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;212
^509^;^Pago al exterior - Canones o regalias^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;213
^510^;^Pago al exterior - Ganancias de capital^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;214
^511^;^Pago al exterior - Servicios profesionales independientes^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;215
^512^;^Pago al exterior - Servicios profesionales dependientes^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;216
^513^;^Pago al exterior - Artistas y deportistas^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;217
^514^;^Pago al exterior - Participacion de consejeros^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;218
^515^;^Pago al exterior - Entretenimiento Publico^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;219
^516^;^Pago al exterior – Pensiones^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;220
^517^;^Pago al exterior - Reembolso de Gastos^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;221
^518^;^Pago al exterior - Funciones Pùblicas^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;222
^519^;^Pago al exterior – Estudiantes^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;223
^520^;^Pago al exterior - Por otros conceptos^;0.0;^S^;^Jan  1 2013 12:00AM^;^Sep 30 2014 12:00AM^;^N^;^L^;224
^303^;^Honorarios profesionales y demas pagos por servicios relacionados con el titulo profesional^;10.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;225
^303A^;^Utilizacion o aprovechamiento de la imagen o renombre^;10.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;226
^304^;^Servicios predomina el intelecto no relacionados con el titulo profesional^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;227
^304A^;^Comisiones y demas pagos por servicios predomina intelecto no relacionados con el titulo profesional^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;228
^304B^;^Pagos a notarios y registradores de la propiedad y mercantil por sus actividades ejercidas como tales^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;229
^304C^;^Pagos a deportistas entrenadores arbitros miembros del cuerpo tecnico por sus actividades ejercidas como tales^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;230
^304D^;^Pagos a artistas por sus actividades ejercidas como tales^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;231
^304E^;^Honorarios y demas pagos por servicios de docencia^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;232
^307^;^Servicios predomina la mano de obra^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;233
^309^;^Servicios prestados por medios de comunicacion y agencias de publicidad^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;234
^310^;^Servicio de transporte privado de pasajeros o transporte publico o privado de carga^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;235
^311^;^Por pagos a traves de liquidacion de compra [nivel cultural o rusticidad]^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;236
^312^;^Transferencia de bienes muebles de naturaleza corporal^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;237
^312A^;^Compra de bienes de origen agricola avicola pecuario apicola cunicula bioacuatico y forestal^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;238
^314A^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a personas naturales^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;239
^314B^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a personas naturales^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;240
^314C^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a sociedades^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;241
^314D^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a sociedades^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;242
^319^;^Cuotas de arrendamiento mercantil inclusive la de opcion de compra^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;243
^320^;^Por arrendamiento bienes inmuebles^;8.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;244
^322^;^Seguros y reaseguros [primas y cesiones]^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;245
^323^;^Por rendimientos financieros pagados a naturales y sociedades [No a IFIs]^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;246
^323A^;^Por RF: depositos Cta. Corriente^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;247
^323B1^;^Por RF: depositos Cta. Ahorros Sociedades^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;248
^323D^;^Por rendimientos financieros: compra cancelacion o redencion de mini bem´s y bem´s^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;249
^323E^;^Por RF: deposito a plazo fijo gravados^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;250
^323E2^;^Por RF: deposito a plazo fijo exentos^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;251
^323F^;^Por rendimientos financieros: operaciones de reporto - repos^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;252
^323G^;^Por RF: inversiones [captaciones] rendimientos distintos de aquellos pagados a IFIs^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;253
^323H^;^Por RF: obligaciones^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;254
^323I^;^Por RF: bonos convertible en acciones^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;255
^323K^;^Por RF: Intereses en operaciones de credito entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;256
^323L^;^Por RF: Por inversiones entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;257
^323M^;^Por RF: Inversiones en titulos valores en renta fija gravados^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;258
^323N^;^Por RF: Inversiones en titulos valores en renta fija exentos^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;259
^323O^;^Por RF: Intereses pagados a bancos y otras entidades sometidas al control de la Superintendencia de Bancos y de la Economia Popular y Solidaria^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;260
^323P^;^Por RF: Intereses pagados por entidades del sector publico a favor de sujetos pasivos^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;261
^323Q^;^Por RF: Otros intereses y rendimientos financieros gravados^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;262
^323R^;^Por RF: Otros intereses y rendimientos financieros exentos^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;263
^325^;^Por loterias rifas apuestas y similares^;15.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;264
^327^;^Por venta de combustibles a comercializadoras [2/mil]^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;265
^328^;^Por venta de combustibles a distribuidores [3/mil]^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;266
^332^;^Otras compras de bienes y servicios no sujetas a retencion^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;267
^332A^;^Por la enajenacion ocasional de acciones o participaciones y titulos valores^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;268
^332B^;^Compra de bienes inmuebles^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;269
^332C^;^Transporte publico de pasajeros^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;270
^332D^;^Pagos en el pais por transporte de pasajeros o transporte internacional de carga a companias nacionales o extranjeras de aviacion o maritimas^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;271
^332E^;^Valores entregados por las cooperativas de transporte a sus socios^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;272
^332F^;^Compraventa de divisas distintas al dolar de los Estados Unidos de America^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;273
^334^;^Pagos con tarjeta de credito^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;274
^335^;^Pago local tarjeta de credito reportada por la Emisora de tarjeta de credito solo recap^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;275
^335A^;^Pago al exterior tarjeta de credito reportada por la Emisora de tarjeta de credito solo recap^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;276
^340A^;^Por energia electrica^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;277
^340B^;^Por actividades de construccion de obra material inmueble urbanizacion lotizacion o actividades similares^;1.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;278
^341^;^Otras retenciones aplicables el 2%^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;279
^344A^;^Ganancias de capital [0-10]^;10.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;280
^345^;^Dividendos personas naturales residentes en el Ecuador^;0.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;281
^345A^;^Dividendos gravados distribuidos en acciones [reinversion de utilidades sin derecho a reduccion tarifa IR]^;0.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;282
^345B^;^Dividendos exentos a sociedades nacionales o extranjeras domiciliadas en el Ecuador^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;283
^345C^;^Dividendos exentos distribuidos en acciones [reinversion de utilidades con derecho a reduccion tarifa IR]^;0.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;284
^347^;^Dividendos anticipados^;22.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;285
^347A^;^Dividendos anticipados prestamos accionistas beneficiarios o partìcipes^;22.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;286
^348^;^Compra local de banano a productor^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;287
^349^;^Impuesto a la actividad bananera productor-exportador^;2.0;^N^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^L^;288
^500^;^Pago al exterior - Rentas Inmobiliarias^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;289
^501^;^Pago al exterior - Beneficios Empresariales^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;290
^502^;^Pago al exterior - Servicios Empresariales^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;291
^503^;^Pago al exterior - Navegacion Maritima y/o aerea^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;292
^504^;^Pago al exterior- Dividendos^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;293
^504A^;^Pago al exterior - Dividendos a sociedades en paraisos fiscales [entre 13 y 35]^;35.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;294
^504B^;^Pago al exterior - Dividendos anticipados^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;295
^504C^;^Pago al exterior - Dividendos anticipados prestamos accionistas beneficiarios o partìcipes^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;296
^505^;^Pago al exterior - Rendimientos financieros^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;297
^505A^;^Pago al exterior – Intereses de creditos de Instituciones Financieras del exterior^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;298
^505B^;^Pago al exterior – Intereses de creditos de gobierno a gobierno^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;299
^505C^;^Pago al exterior – Intereses de creditos de organismos multilaterales^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;300
^505D^;^Pago al exterior - Intereses por financiamiento de proveedores externos^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;301
^505E^;^Pago al exterior - Intereses de otros creditos externos^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;302
^505F^;^Pago al exterior - Otros Intereses y Rendimientos Financieros^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;303
^509^;^Pago al exterior - Canones derechos de autor marcas patentes y similares^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;304
^509A^;^Pago al exterior - Regalias por concepto de franquicias^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;305
^510^;^Pago al exterior - Ganancias de capital^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;306
^511^;^Pago al exterior - Servicios profesionales independientes^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;307
^512^;^Pago al exterior - Servicios profesionales dependientes^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;308
^513^;^Pago al exterior - Artistas^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;309
^513A^;^Pago al exterior - Deportistas^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;310
^514^;^Pago al exterior - Participacion de consejeros^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;311
^515^;^Pago al exterior - Entretenimiento Publico^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;312
^516^;^Pago al exterior - Pensiones^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;313
^517^;^Pago al exterior - Reembolso de Gastos^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;314
^518^;^Pago al exterior - Funciones Publicas^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;315
^519^;^Pago al exterior - Estudiantes^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;316
^520^;^Pago al exterior - Por otros conceptos^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;317
^520A^;^Pago al exterior - Pago a proveedores de servicios hoteleros y turisticos en el exterior^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;318
^520B^;^Pago al exterior - Arrendamientos mercantil internacional^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;319
^520C^;^Pago al exterior - Seguros cesiones y reaseguros^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;320
^520D^;^Pago al exterior - Comisiones por exportaciones y por promocion de turismo receptivo^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;321
^520E^;^Pago al exterior - Por las empresas de transporte maritimo o aereo y por empresas pesqueras de alta mar por su actividad^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;322
^520F^;^Pago al exterior - Por las agencias internacionales de prensa^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;323
^520G^;^Pago al exterior - Contratos de fletamento de naves para empresas de transporte aereo o maritimo internacional^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;324
^521^;^Pago al exterior - No sujetos a retencion^;22.0;^S^;^Oct  1 2014 12:00AM^;^Feb 28 2015 12:00AM^;^S^;^E^;325
^303^;^Honorarios profesionales y demas pagos por servicios relacionados con el titulo profesional^;10.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;326
^304^;^Servicios predomina el intelecto no relacionados con el titulo profesional^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;327
^304A^;^Comisiones y demas pagos por servicios predomina intelecto no relacionados con el titulo profesional^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;328
^304B^;^Pagos a notarios y registradores de la propiedad y mercantil por sus actividades ejercidas como tales^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;329
^304C^;^Pagos a deportistas entrenadores arbitros miembros del cuerpo tecnico por sus actividades ejercidas como tales^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;330
^304D^;^Pagos a artistas por sus actividades ejercidas como tales^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;331
^304E^;^Honorarios y demas pagos por servicios de docencia^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;332
^307^;^Servicios predomina la mano de obra^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;333
^308^;^Utilizacion o aprovechamiento de la imagen o renombre^;10.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;334
^309^;^Servicios prestados por medios de comunicacion y agencias de publicidad^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;335
^310^;^Servicio de transporte privado de pasajeros o transporte publico o privado de carga^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;336
^311^;^Por pagos a traves de liquidacion de compra [nivel cultural o rusticidad]^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;337
^312^;^Transferencia de bienes muebles de naturaleza corporal^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;338
^312A^;^Compra de bienes de origen agricola avicola pecuario apicola cunicula bioacuatico y forestal^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;339
^314A^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a personas naturales^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;340
^314B^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a personas naturales^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;341
